Format Version,1.22,Take Name,Walk straight forward  ws 2019-04-15 07.56.11 PM_001,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2019-04-15 08.01.34.896 下午,Total Frames in Take,838,Total Exported Frames,838,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Glob,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,LTip,LTip,LTip,RTip,RTip,RTip,Trunk Front,Trunk Front,Trunk Front,Trunk Back,Trunk Back,Trunk Back,,,,,,,,,,,,,,,,,,,
,,C8FC0,C8FC0,C8FC0,C9000,C9000,C9000,C9010,C9010,C9010,C9020,C9020,C9020,,,,,,,,,,,,,,,,,,,
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,,,,,,,,,,,,,,,,,,,
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,,,,,,,,,,,,,,
0,0,150.689606,318.959412,94.168175,-143.118088,300.70697,86.807846,-2.356398,1212.085327,231.332596,46.795609,1190.854126,-25.025055,,,,,,,,,,,,,,,,,,,
1,0.008333,150.665359,318.911774,93.933319,-143.128708,300.738495,86.636398,-2.305898,1212.095337,231.533493,46.997444,1190.950928,-24.849016,,,,,,,,,,,,,,,,,,,
2,0.016667,150.648209,318.876099,93.704773,-143.138428,300.768951,86.462784,-2.254596,1212.105713,231.734421,47.198792,1191.048096,-24.67345,,,,,,,,,,,,,,,,,,,
3,0.025,150.641006,318.857208,93.487076,-143.146652,300.797607,86.285362,-2.20183,1212.116943,231.935242,47.399136,1191.146362,-24.498949,,,,,,,,,,,,,,,,,,,
4,0.033333,150.642532,318.852814,93.282707,-143.153183,300.824097,86.103287,-2.147141,1212.128906,232.135712,47.597923,1191.246094,-24.32629,,,,,,,,,,,,,,,,,,,
5,0.041667,150.650375,318.858032,93.092964,-143.157867,300.848236,85.916519,-2.090295,1212.141357,232.335495,47.794636,1191.348389,-24.15646,,,,,,,,,,,,,,,,,,,
6,0.05,150.662567,318.869202,92.918633,-143.160675,300.869995,85.725784,-2.03137,1212.154297,232.534363,47.988956,1191.453857,-23.990608,,,,,,,,,,,,,,,,,,,
7,0.058333,150.677414,318.883942,92.760033,-143.161713,300.889679,85.532646,-1.97089,1212.166748,232.732269,48.180973,1191.563232,-23.829977,,,,,,,,,,,,,,,,,,,
