Format Version,1.22,Take Name,Turn right  90   HJ 2019-04-12 04.00.40 PM_040,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2019-04-12 04.36.25.344 下午,Total Frames in Take,626,Total Exported Frames,626,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Glob,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,RTip,RTip,RTip,Trunk Front,Trunk Front,Trunk Front,LTip,LTip,LTip,Trunk Back,Trunk Back,Trunk Back,,,,,,,,,,,,,,,,,,,
,,C3BD0,C3BD0,C3BD0,C3BF0,C3BF0,C3BF0,C3C00,C3C00,C3C00,C4320,C4320,C4320,,,,,,,,,,,,,,,,,,,
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,,,,,,,,,,,,,,,,,,,
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,,,,,,,,,,,,,,
93,0.775,1085.974609,355.026276,1348.077637,1248.983765,1307.113403,1526.161133,1406.344116,358.817535,1346.25,1267.236084,1296.671875,1254.781494,,,,,,,,,,,,,,,,,,,
94,0.783333,1085.895142,355.000977,1348.153687,1248.643921,1307.030029,1526.704834,1406.194214,358.880157,1346.238525,1266.911377,1296.723633,1255.328857,,,,,,,,,,,,,,,,,,,
95,0.791667,1085.814697,354.97464,1348.240479,1248.296997,1306.945923,1527.252075,1406.047729,358.94043,1346.23938,1266.590698,1296.775757,1255.881104,,,,,,,,,,,,,,,,,,,
96,0.8,1085.733276,354.947388,1348.33728,1247.943481,1306.861084,1527.802979,1405.904297,358.998383,1346.25293,1266.274048,1296.828003,1256.437622,,,,,,,,,,,,,,,,,,,
97,0.808333,1085.651245,354.919342,1348.443604,1247.583618,1306.775269,1528.357178,1405.763794,359.054291,1346.279541,1265.961548,1296.880615,1256.998413,,,,,,,,,,,,,,,,,,,
98,0.816667,1085.568848,354.890686,1348.558472,1247.217773,1306.688965,1528.914307,1405.62561,359.108429,1346.318848,1265.65271,1296.93335,1257.562988,,,,,,,,,,,,,,,,,,,
99,0.825,1085.485962,354.861572,1348.681152,1246.846313,1306.602051,1529.474121,1405.488892,359.161102,1346.370972,1265.347534,1296.985962,1258.130859,,,,,,,,,,,,,,,,,,,
100,0.833333,1085.40271,354.832153,1348.810425,1246.469727,1306.514893,1530.036377,1405.352905,359.212769,1346.435425,1265.045776,1297.038452,1258.702026,,,,,,,,,,,,,,,,,,,
101,0.841667,1085.319336,354.802582,1348.945679,1246.088257,1306.427612,1530.600708,1405.217041,359.263733,1346.512085,1264.747314,1297.090454,1259.276123,,,,,,,,,,,,,,,,,,,
102,0.85,1085.235229,354.77301,1349.085938,1245.702271,1306.340576,1531.166748,1405.0802,359.314484,1346.600708,1264.451782,1297.141846,1259.853149,,,,,,,,,,,,,,,,,,,
103,0.858333,1085.150757,354.743561,1349.230225,1245.312256,1306.25415,1531.734741,1404.941772,359.365326,1346.700439,1264.158813,1297.192261,1260.432739,,,,,,,,,,,,,,,,,,,
104,0.866667,1085.06543,354.714294,1349.377686,1244.918579,1306.168823,1532.304321,1404.801147,359.416504,1346.811157,1263.868408,1297.241333,1261.014771,,,,,,,,,,,,,,,,,,,
105,0.875,1084.97937,354.685272,1349.527466,1244.521729,1306.084595,1532.875488,1404.657593,359.468323,1346.932617,1263.580322,1297.289063,1261.599365,,,,,,,,,,,,,,,,,,,
106,0.883333,1084.892456,354.656586,1349.679077,1244.121948,1306.002319,1533.448608,1404.510986,359.520813,1347.064209,1263.294189,1297.334961,1262.186646,,,,,,,,,,,,,,,,,,,
107,0.891667,1084.804443,354.628265,1349.831787,1243.71936,1305.922119,1534.023438,1404.36084,359.574188,1347.205933,1263.009888,1297.378906,1262.776245,,,,,,,,,,,,,,,,,,,
108,0.9,1084.715332,354.600342,1349.985107,1243.314331,1305.844238,1534.60022,1404.207275,359.628387,1347.357178,1262.727173,1297.420898,1263.368164,,,,,,,,,,,,,,,,,,,
109,0.908333,1084.625366,354.572906,1350.138306,1242.907104,1305.768799,1535.179077,1404.049927,359.683319,1347.518066,1262.445557,1297.460693,1263.962402,,,,,,,,,,,,,,,,,,,
110,0.916667,1084.534424,354.54599,1350.290894,1242.497314,1305.696411,1535.759766,1403.888916,359.7388,1347.688477,1262.164551,1297.498047,1264.558838,,,,,,,,,,,,,,,,,,,
111,0.925,1084.442993,354.519592,1350.442383,1242.085327,1305.626465,1536.342651,1403.724243,359.794678,1347.868286,1261.884033,1297.533081,1265.157349,,,,,,,,,,,,,,,,,,,
112,0.933333,1084.351074,354.493866,1350.592529,1241.671021,1305.559326,1536.92749,1403.55603,359.850677,1348.057739,1261.603027,1297.565552,1265.757935,,,,,,,,,,,,,,,,,,,
113,0.941667,1084.258911,354.46875,1350.741089,1241.25415,1305.494629,1537.514038,1403.384399,359.906525,1348.25708,1261.321167,1297.595337,1266.360107,,,,,,,,,,,,,,,,,,,
114,0.95,1084.166748,354.444489,1350.887573,1240.835205,1305.432251,1538.102417,1403.209717,359.962036,1348.466431,1261.038452,1297.622681,1266.964111,,,,,,,,,,,,,,,,,,,
115,0.958333,1084.074463,354.421021,1351.032104,1240.413818,1305.371582,1538.692017,1403.031982,360.017029,1348.686157,1260.753906,1297.647339,1267.56958,,,,,,,,,,,,,,,,,,,
116,0.966667,1083.9823,354.398499,1351.174561,1239.990112,1305.312744,1539.282837,1402.851685,360.071381,1348.916382,1260.467529,1297.669556,1268.176147,,,,,,,,,,,,,,,,,,,
117,0.975,1083.890015,354.376984,1351.314941,1239.564331,1305.255371,1539.87439,1402.669189,360.125061,1349.157227,1260.179077,1297.689087,1268.783936,,,,,,,,,,,,,,,,,,,
118,0.983333,1083.797241,354.356537,1351.453003,1239.136353,1305.199341,1540.466675,1402.484863,360.178101,1349.408447,1259.888062,1297.706055,1269.392578,,,,,,,,,,,,,,,,,,,
119,0.991667,1083.703735,354.337097,1351.588745,1238.706421,1305.144653,1541.059082,1402.299194,360.23056,1349.669678,1259.594482,1297.720337,1270.002075,,,,,,,,,,,,,,,,,,,
