Format Version,1.22,Take Name,Walk straight lateral  left ZY  2019-04-17 10.03.35 AM_008,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2019-04-17 10.06.28.083 上午,Total Frames in Take,917,Total Exported Frames,917,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Glob,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,RTip,RTip,RTip,LTip,LTip,LTip,Trunk Front,Trunk Front,Trunk Front,Trunk Back,Trunk Back,Trunk Back,,,,,,,,,,,,,,,,,,,
,,C3EF0,C3EF0,C3EF0,C3F40,C3F40,C3F40,C4280,C4280,C4280,C4330,C4330,C4330,,,,,,,,,,,,,,,,,,,
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,,,,,,,,,,,,,,,,,,,
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,,,,,,,,,,,,,,
0,0,75.548187,351.289063,273.640503,307.939453,365.208252,129.823807,285.209656,1142.166382,316.914948,159.41658,1096.092407,115.143478,,,,,,,,,,,,,,,,,,,
1,0.008333,75.755455,351.27478,273.670685,307.954407,365.206085,129.833893,285.397858,1142.187256,316.847382,159.649796,1096.110596,115.026398,,,,,,,,,,,,,,,,,,,
2,0.016667,75.962051,351.260864,273.70163,307.969696,365.204071,129.843796,285.585388,1142.208496,316.78006,159.880447,1096.128906,114.909203,,,,,,,,,,,,,,,,,,,
3,0.025,76.167358,351.247681,273.734192,307.985565,365.202271,129.853348,285.771698,1142.230347,316.713135,160.106232,1096.147583,114.791809,,,,,,,,,,,,,,,,,,,
4,0.033333,76.37088,351.235596,273.76886,308.002106,365.200775,129.862442,285.956146,1142.253174,316.646576,160.325211,1096.16626,114.674278,,,,,,,,,,,,,,,,,,,
5,0.041667,76.572296,351.225006,273.80603,308.019257,365.199585,129.871017,286.138367,1142.276611,316.580444,160.536148,1096.184937,114.556824,,,,,,,,,,,,,,,,,,,
6,0.05,76.771538,351.21637,273.845673,308.036804,365.19873,129.879074,286.317993,1142.300903,316.514618,160.738571,1096.203491,114.439865,,,,,,,,,,,,,,,,,,,
7,0.058333,76.968704,351.209991,273.887634,308.054657,365.19812,129.886642,286.494904,1142.325317,316.448944,160.933273,1096.221069,114.324142,,,,,,,,,,,,,,,,,,,
8,0.066667,77.164001,351.206207,273.931366,308.07251,365.197662,129.893677,286.669128,1142.349731,316.38327,161.122345,1096.237671,114.210724,,,,,,,,,,,,,,,,,,,
9,0.075,77.357536,351.205322,273.976196,308.09024,365.197113,129.900101,286.840881,1142.373901,316.317383,161.307678,1096.252197,114.100655,,,,,,,,,,,,,,,,,,,
10,0.083333,77.549149,351.207581,274.021454,308.107788,365.19635,129.905807,287.010468,1142.397583,316.251038,161.488556,1096.26416,113.994438,,,,,,,,,,,,,,,,,,,
11,0.091667,77.738251,351.213043,274.066437,308.125397,365.195251,129.910782,287.178314,1142.420532,316.184113,161.661819,1096.272705,113.891945,,,,,,,,,,,,,,,,,,,
12,0.1,77.923798,351.221527,274.110626,308.143433,365.193756,129.915024,287.344727,1142.442749,316.116425,161.82457,1096.277588,113.793152,,,,,,,,,,,,,,,,,,,
13,0.108333,78.104515,351.232971,274.153595,308.162354,365.191895,129.918564,287.51004,1142.463623,316.047852,161.976318,1096.27832,113.698547,,,,,,,,,,,,,,,,,,,
14,0.116667,78.279099,351.247284,274.195038,308.182617,365.189606,129.921387,287.6745,1142.483032,315.978363,162.119064,1096.27478,113.609138,,,,,,,,,,,,,,,,,,,
15,0.125,78.446312,351.263885,274.235016,308.204498,365.186737,129.923523,287.838226,1142.500732,315.907959,162.255768,1096.266724,113.5261,,,,,,,,,,,,,,,,,,,
16,0.133333,78.605125,351.281586,274.273621,308.22818,365.183197,129.924957,288.001373,1142.516724,315.836792,162.389587,1096.254639,113.450577,,,,,,,,,,,,,,,,,,,
17,0.141667,78.754807,351.299072,274.311127,308.253754,365.178833,129.92572,288.164063,1142.530884,315.765106,162.523544,1096.238647,113.383652,,,,,,,,,,,,,,,,,,,
18,0.15,78.895065,351.31543,274.347748,308.281403,365.173462,129.925873,288.326111,1142.543091,315.693329,162.659378,1096.219238,113.325981,,,,,,,,,,,,,,,,,,,
19,0.158333,79.025978,351.330109,274.383636,308.311127,365.167145,129.925415,288.487427,1142.553467,315.621979,162.796036,1096.196655,113.277542,,,,,,,,,,,,,,,,,,,
20,0.166667,79.148026,351.342651,274.418976,308.343018,365.159973,129.924316,288.647797,1142.562134,315.551636,162.929382,1096.171509,113.237495,,,,,,,,,,,,,,,,,,,
21,0.175,79.261925,351.352875,274.453979,308.376892,365.152069,129.922516,288.806824,1142.569214,315.482849,163.053879,1096.144409,113.20459,,,,,,,,,,,,,,,,,,,
22,0.183333,79.368523,351.360718,274.4888,308.412506,365.143585,129.919861,288.964233,1142.574829,315.416168,163.165054,1096.115601,113.17775,,,,,,,,,,,,,,,,,,,
23,0.191667,79.468681,351.366119,274.52359,308.449371,365.134796,129.916245,289.119629,1142.579346,315.352081,163.260788,1096.085693,113.156357,,,,,,,,,,,,,,,,,,,
24,0.2,79.563225,351.369232,274.558533,308.486816,365.125732,129.911621,289.272797,1142.583008,315.291138,163.341263,1096.054932,113.140297,,,,,,,,,,,,,,,,,,,
25,0.208333,79.652885,351.369934,274.593811,308.524292,365.116608,129.906036,289.423492,1142.58606,315.233948,163.408875,1096.023926,113.129944,,,,,,,,,,,,,,,,,,,
26,0.216667,79.738266,351.368286,274.629608,308.561249,365.107605,129.89975,289.571503,1142.589111,315.181152,163.468033,1095.993286,113.126091,,,,,,,,,,,,,,,,,,,
27,0.225,79.819847,351.364136,274.666199,308.597412,365.098999,129.893112,289.716644,1142.592041,315.133606,163.524368,1095.963867,113.129807,,,,,,,,,,,,,,,,,,,
28,0.233333,79.897964,351.357361,274.703705,308.63269,365.090973,129.886459,289.858612,1142.595459,315.092102,163.582733,1095.936035,113.142021,,,,,,,,,,,,,,,,,,,
29,0.241667,79.972816,351.347931,274.74234,308.667145,365.083618,129.880081,289.997192,1142.599243,315.057556,163.646347,1095.9104,113.163284,,,,,,,,,,,,,,,,,,,
30,0.25,80.04454,351.335876,274.782043,308.700897,365.076904,129.874161,290.13208,1142.603638,315.03064,163.717133,1095.887207,113.193947,,,,,,,,,,,,,,,,,,,
31,0.258333,80.113129,351.322021,274.822571,308.733978,365.070679,129.868759,290.263123,1142.608643,315.012085,163.79631,1095.866577,113.234238,,,,,,,,,,,,,,,,,,,
