Format Version,1.22,Take Name,Walk straight forward  ws 2019-04-15 07.56.11 PM_004,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2019-04-15 08.02.25.794 下午,Total Frames in Take,902,Total Exported Frames,902,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Glob,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,LTip,LTip,LTip,RTip,RTip,RTip,Trunk Front,Trunk Front,Trunk Front,Trunk Back,Trunk Back,Trunk Back,,,,,,,,,,,,,,,,,,,
,,C8FC0,C8FC0,C8FC0,C9000,C9000,C9000,C9010,C9010,C9010,C9020,C9020,C9020,,,,,,,,,,,,,,,,,,,
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,,,,,,,,,,,,,,,,,,,
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,,,,,,,,,,,,,,
0,0,153.028778,317.132935,78.158348,-138.713654,300.360992,109.921516,16.684891,1208.005249,241.251343,56.531189,1190.984253,-19.145712,,,,,,,,,,,,,,,,,,,
1,0.008333,152.916077,317.211853,78.01899,-138.851807,300.399658,110.052505,16.503139,1207.98999,241.781067,56.287067,1191.103516,-18.599443,,,,,,,,,,,,,,,,,,,
2,0.016667,152.802582,317.292175,77.880676,-138.991745,300.440369,110.180901,16.321064,1207.975586,242.311203,56.041706,1191.223877,-18.05224,,,,,,,,,,,,,,,,,,,
3,0.025,152.687637,317.375336,77.74469,-139.13504,300.484985,110.304359,16.138168,1207.963379,242.842178,55.794044,1191.346436,-17.503387,,,,,,,,,,,,,,,,,,,
4,0.033333,152.570663,317.462524,77.612709,-139.282654,300.534973,110.420998,15.953638,1207.953613,243.374557,55.543259,1191.471924,-16.952362,,,,,,,,,,,,,,,,,,,
5,0.041667,152.451248,317.554962,77.486572,-139.435104,300.591522,110.529404,15.766583,1207.946289,243.908752,55.288723,1191.601318,-16.398733,,,,,,,,,,,,,,,,,,,
6,0.05,152.32901,317.65332,77.368103,-139.592239,300.655518,110.628571,15.576723,1207.941895,244.444641,55.030083,1191.734863,-15.842256,,,,,,,,,,,,,,,,,,,
7,0.058333,152.203629,317.757996,77.258835,-139.753525,300.72702,110.717644,15.384682,1207.940918,244.981354,54.767372,1191.872681,-15.283058,,,,,,,,,,,,,,,,,,,
