Format Version,1.22,Take Name,walk straight forwar RHG 2019-04-15 07.33.32 PM,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2019-04-15 07.35.00.133 下午,Total Frames in Take,1163,Total Exported Frames,1163,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Glob,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,LTip,LTip,LTip,RTip,RTip,RTip,Trunk Back,Trunk Back,Trunk Back,Trunk Front,Trunk Front,Trunk Front,,,,,,,,,,,,,,,,,,,
,,C8370,C8370,C8370,C8380,C8380,C8380,C8390,C8390,C8390,C83B0,C83B0,C83B0,,,,,,,,,,,,,,,,,,,
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,,,,,,,,,,,,,,,,,,,
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,,,,,,,,,,,,,,
98,0.816667,157.274536,348.424316,-218.821289,-163.51828,332.14447,-191.57634,10.551558,1288.943848,-289.753265,0.750663,1288.320557,-54.591114,,,,,,,,,,,,,,,,,,,
99,0.825,157.292664,348.411621,-218.810898,-163.534576,332.130768,-191.560852,10.597061,1288.946777,-289.763367,0.797619,1288.338501,-54.574356,,,,,,,,,,,,,,,,,,,
100,0.833333,157.309753,348.398468,-218.803513,-163.547714,332.118286,-191.547897,10.645615,1288.950317,-289.771423,0.844587,1288.356079,-54.552341,,,,,,,,,,,,,,,,,,,
101,0.841667,157.325882,348.38504,-218.799545,-163.558136,332.107086,-191.536636,10.697054,1288.954712,-289.777374,0.891279,1288.373047,-54.525139,,,,,,,,,,,,,,,,,,,
102,0.85,157.341141,348.371582,-218.799301,-163.566422,332.097351,-191.526093,10.751227,1288.959961,-289.780884,0.937428,1288.388916,-54.492962,,,,,,,,,,,,,,,,,,,
103,0.858333,157.355667,348.358368,-218.803085,-163.573074,332.089081,-191.515442,10.808055,1288.966064,-289.78186,0.982772,1288.403931,-54.456177,,,,,,,,,,,,,,,,,,,
104,0.866667,157.369522,348.34552,-218.81105,-163.578506,332.082275,-191.503998,10.867543,1288.9729,-289.780151,1.027125,1288.417969,-54.415234,,,,,,,,,,,,,,,,,,,
105,0.875,157.382645,348.33313,-218.823395,-163.583038,332.076935,-191.491425,10.929723,1288.980469,-289.775665,1.070485,1288.430786,-54.370537,,,,,,,,,,,,,,,,,,,
106,0.883333,157.394958,348.321259,-218.840088,-163.586777,332.073059,-191.477905,10.99458,1288.988892,-289.768555,1.113091,1288.442383,-54.322414,,,,,,,,,,,,,,,,,,,
107,0.891667,157.406403,348.309967,-218.861053,-163.589783,332.07074,-191.464111,11.062074,1288.998047,-289.75885,1.155398,1288.452881,-54.27108,,,,,,,,,,,,,,,,,,,
108,0.9,157.416901,348.299194,-218.886093,-163.591904,332.070038,-191.451172,11.132127,1289.007813,-289.746765,1.198028,1288.462036,-54.216637,,,,,,,,,,,,,,,,,,,
109,0.908333,157.426178,348.28891,-218.915085,-163.592972,332.071167,-191.440552,11.204641,1289.018188,-289.732391,1.241724,1288.470093,-54.159115,,,,,,,,,,,,,,,,,,,
110,0.916667,157.433914,348.2789,-218.947952,-163.592667,332.074005,-191.43364,11.279474,1289.029419,-289.715881,1.287293,1288.476929,-54.098442,,,,,,,,,,,,,,,,,,,
111,0.925,157.439667,348.268921,-218.98465,-163.590714,332.078552,-191.431564,11.356441,1289.041382,-289.697357,1.335535,1288.482544,-54.034523,,,,,,,,,,,,,,,,,,,
112,0.933333,157.443069,348.25882,-219.025116,-163.586807,332.084473,-191.435028,11.435381,1289.054199,-289.676819,1.387148,1288.486816,-53.967255,,,,,,,,,,,,,,,,,,,
