Format Version,1.22,Take Name,Turn left 180 ZY 2019-04-17 10.19.24 AM,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2019-04-17 10.19.28.994 上午,Total Frames in Take,1221,Total Exported Frames,1221,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Glob,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,LTip,LTip,LTip,Trunk Front,Trunk Front,Trunk Front,RTip,RTip,RTip,Trunk Back,Trunk Back,Trunk Back,,,,,,,,,,,,,,,,,,,
,,C4E50,C4E50,C4E50,C4EA0,C4EA0,C4EA0,C4EB0,C4EB0,C4EB0,C4F30,C4F30,C4F30,,,,,,,,,,,,,,,,,,,
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,,,,,,,,,,,,,,,,,,,
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,,,,,,,,,,,,,,
70,0.583333,-1022.353271,364.348785,1578.778442,-1143.892212,1144.452026,1734.581909,-1289.623169,354.995148,1578.848511,-1150.29834,1113.217651,1492.901978,,,,,,,,,,,,,,,,,,,
71,0.591667,-1022.357117,364.351776,1578.768188,-1143.863892,1144.441528,1734.600464,-1289.622803,354.993286,1578.862793,-1150.289429,1113.220825,1492.922241,,,,,,,,,,,,,,,,,,,
72,0.6,-1022.362854,364.355408,1578.756592,-1143.835449,1144.430786,1734.618774,-1289.622314,354.991028,1578.876587,-1150.280029,1113.224121,1492.942505,,,,,,,,,,,,,,,,,,,
73,0.608333,-1022.370361,364.359589,1578.743896,-1143.806519,1144.419922,1734.637085,-1289.62207,354.988312,1578.889771,-1150.27002,1113.227539,1492.962646,,,,,,,,,,,,,,,,,,,
74,0.616667,-1022.378418,364.3638,1578.731201,-1143.777466,1144.408813,1734.655273,-1289.621826,354.985138,1578.901978,-1150.259399,1113.230957,1492.983032,,,,,,,,,,,,,,,,,,,
75,0.625,-1022.38562,364.367401,1578.71936,-1143.748047,1144.397827,1734.67334,-1289.621704,354.981537,1578.913574,-1150.248169,1113.234497,1493.003296,,,,,,,,,,,,,,,,,,,
76,0.633333,-1022.390869,364.369995,1578.709595,-1143.718506,1144.386963,1734.691406,-1289.621704,354.977509,1578.924194,-1150.236206,1113.238281,1493.023682,,,,,,,,,,,,,,,,,,,
77,0.641667,-1022.394287,364.37149,1578.701782,-1143.688843,1144.376099,1734.709106,-1289.621704,354.973206,1578.93396,-1150.223877,1113.242676,1493.044189,,,,,,,,,,,,,,,,,,,
78,0.65,-1022.396667,364.372314,1578.69519,-1143.658936,1144.365479,1734.726563,-1289.621948,354.968658,1578.942749,-1150.210693,1113.247437,1493.064575,,,,,,,,,,,,,,,,,,,
79,0.658333,-1022.399048,364.372925,1578.689209,-1143.628906,1144.354614,1734.74353,-1289.62207,354.964081,1578.95105,-1150.196899,1113.25293,1493.085083,,,,,,,,,,,,,,,,,,,
80,0.666667,-1022.401917,364.373535,1578.683716,-1143.598755,1144.343628,1734.759888,-1289.622314,354.959869,1578.95874,-1150.182495,1113.258911,1493.105591,,,,,,,,,,,,,,,,,,,
81,0.675,-1022.404541,364.374023,1578.678833,-1143.568481,1144.33252,1734.775879,-1289.622437,354.956757,1578.966431,-1150.167358,1113.265747,1493.125977,,,,,,,,,,,,,,,,,,,
