Format Version,1.22,Take Name,walk straight forward ZY 2019-04-17 09.31.11 AM_007,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2019-04-17 10.00.21.041 上午,Total Frames in Take,964,Total Exported Frames,964,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Glob,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,RTip,RTip,RTip,Trunk Front,Trunk Front,Trunk Front,LTip,LTip,LTip,Trunk Back,Trunk Back,Trunk Back,Unlabeled 1198,Unlabeled 1198,Unlabeled 1198,,,,,,,,,,,,,,,,,,,
,,C3EF0,C3EF0,C3EF0,C3F30,C3F30,C3F30,C3F40,C3F40,C3F40,C40B0,C40B0,C40B0,C40D0,C40D0,C40D0,,,,,,,,,,,,,,,,,,,
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,,,,,,,,,,,,,,,,,,,
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,,,,,,,,,,,,,,
64,0.533333,-124.261368,360.716492,78.00322,20.642702,1142.431396,262.688934,147.142303,368.147675,103.488373,51.851524,1106.658936,23.453512,,,,,,,,,,,,,,,,,,,,,,
65,0.541667,-124.360519,360.746124,78.00351,20.537962,1142.427734,262.684357,147.161026,368.193481,103.408875,51.617184,1106.733887,23.396894,,,,,,,,,,,,,,,,,,,,,,
66,0.55,-124.481667,360.743164,77.968704,20.421329,1142.451904,262.680298,147.192215,368.253693,103.332359,51.324219,1106.836304,23.301371,,,,,,,,,,,,,,,,,,,,,,
67,0.558333,-124.62307,360.74646,77.870003,20.299126,1142.473999,262.660156,147.200333,368.27124,103.255722,51.082073,1106.913086,23.240969,,,,,,,,,,,,,,,,,,,,,,
68,0.566667,-124.75753,360.786926,77.746674,20.189177,1142.474487,262.63269,147.21843,368.310486,103.184807,50.879391,1106.985474,23.172609,,,,,,,,,,,,,,,,,,,,,,
69,0.575,-124.930161,360.852356,77.581459,20.067413,1142.513916,262.615387,147.261368,368.372284,103.141289,50.612831,1107.071777,23.085535,,,,,,,,,,,,,,,,,,,,,,
70,0.583333,-125.05719,360.915863,77.405457,19.92259,1142.543213,262.570801,147.273666,368.425171,103.054558,50.389721,1107.147949,23.000605,,,,,,,,,,,,,,,,,,,,,,
71,0.591667,-125.160423,360.913177,77.21077,19.795515,1142.585205,262.538483,147.272614,368.493622,102.978798,50.190903,1107.209106,22.939182,,,,,,,,,,,,,,,,,,,,,,
72,0.6,-125.300529,360.990631,77.053604,19.665163,1142.630005,262.505463,147.276459,368.547699,102.891121,49.953766,1107.289917,22.872253,,,,,,,,,,,,,,,,,,,,,,
73,0.608333,-125.349579,361.013123,76.8853,19.515562,1142.678589,262.460938,147.289673,368.630341,102.827209,49.718811,1107.352295,22.788927,,,,,,,,,,,,,,,,,,,,,,
74,0.616667,-125.421661,361.026001,76.72908,19.382423,1142.745972,262.420258,147.270996,368.691345,102.755463,49.458668,1107.429443,22.713997,,,,,,,,,,,,,,,,,,,,,,
75,0.625,-125.469368,361.057617,76.573143,19.219164,1142.772705,262.403229,147.263062,368.739105,102.69812,49.259201,1107.50293,22.653341,,,,,,,,,,,,,,,,,,,,,,
