Format Version,1.22,Take Name,Turn left 90 ws 2019-04-15 08.05.32 PM_003,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2019-04-15 08.06.21.885 下午,Total Frames in Take,582,Total Exported Frames,582,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Glob,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,LTip,LTip,LTip,Trunk Front,Trunk Front,Trunk Front,RTip,RTip,RTip,Trunk Back,Trunk Back,Trunk Back,,,,,,,,,,,,,,,,,,,
,,C90F0,C90F0,C90F0,C9110,C9110,C9110,C9120,C9120,C9120,C9160,C9160,C9160,,,,,,,,,,,,,,,,,,,
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,,,,,,,,,,,,,,,,,,,
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,,,,,,,,,,,,,,
0,0,-1015.353455,320.496857,1485.344604,-1137.251709,1204.769165,1678.127441,-1305.479126,303.172424,1548.810669,-1136.259155,1197.728149,1414.174072,,,,,,,,,,,,,,,,,,,
1,0.008333,-1015.32605,320.537476,1485.369141,-1137.567505,1204.857422,1678.326904,-1305.53479,303.125366,1548.826416,-1135.980103,1197.62793,1414.317505,,,,,,,,,,,,,,,,,,,
2,0.016667,-1015.299072,320.577881,1485.397095,-1137.882446,1204.945557,1678.5271,-1305.592041,303.078918,1548.838135,-1135.699097,1197.529663,1414.460938,,,,,,,,,,,,,,,,,,,
3,0.025,-1015.272034,320.618286,1485.431641,-1138.195801,1205.033325,1678.729126,-1305.652344,303.033752,1548.842041,-1135.414551,1197.435425,1414.603882,,,,,,,,,,,,,,,,,,,
4,0.033333,-1015.244263,320.658691,1485.475464,-1138.50647,1205.120483,1678.933716,-1305.717041,302.990173,1548.834473,-1135.124634,1197.346313,1414.746582,,,,,,,,,,,,,,,,,,,
5,0.041667,-1015.216492,320.698486,1485.530151,-1138.813721,1205.206665,1679.141357,-1305.787109,302.948334,1548.812378,-1134.828003,1197.263306,1414.889282,,,,,,,,,,,,,,,,,,,
6,0.05,-1015.190613,320.736603,1485.597656,-1139.11731,1205.291504,1679.352417,-1305.863037,302.908173,1548.773926,-1134.523804,1197.186768,1415.032837,,,,,,,,,,,,,,,,,,,
7,0.058333,-1015.168091,320.771912,1485.678467,-1139.416992,1205.374756,1679.567139,-1305.944214,302.869751,1548.718506,-1134.211426,1197.116699,1415.178101,,,,,,,,,,,,,,,,,,,
8,0.066667,-1015.149353,320.803558,1485.773071,-1139.712891,1205.455688,1679.785889,-1306.028809,302.833466,1548.647217,-1133.891113,1197.052368,1415.32605,,,,,,,,,,,,,,,,,,,
9,0.075,-1015.13446,320.831024,1485.88147,-1140.005371,1205.533813,1680.008911,-1306.11377,302.800659,1548.563354,-1133.562988,1196.99292,1415.478149,,,,,,,,,,,,,,,,,,,
10,0.083333,-1015.12323,320.853943,1486.003174,-1140.294678,1205.609009,1680.23645,-1306.194458,302.772888,1548.471558,-1133.227295,1196.937378,1415.635742,,,,,,,,,,,,,,,,,,,
11,0.091667,-1015.115112,320.872101,1486.137451,-1140.581421,1205.680542,1680.469116,-1306.267456,302.751648,1548.376099,-1132.883911,1196.884399,1415.800171,,,,,,,,,,,,,,,,,,,
12,0.1,-1015.110229,320.885345,1486.283081,-1140.866089,1205.748047,1680.707153,-1306.330322,302.737915,1548.280151,-1132.532349,1196.833252,1415.972778,,,,,,,,,,,,,,,,,,,
13,0.108333,-1015.108337,320.893677,1486.438843,-1141.148804,1205.811157,1680.950317,-1306.381592,302.732147,1548.186279,-1132.172241,1196.782837,1416.154785,,,,,,,,,,,,,,,,,,,
14,0.116667,-1015.109985,320.897156,1486.603027,-1141.430176,1205.869019,1681.198608,-1306.420654,302.734619,1548.096313,-1131.803711,1196.732666,1416.346802,,,,,,,,,,,,,,,,,,,
15,0.125,-1015.115601,320.895905,1486.773804,-1141.710327,1205.921021,1681.45166,-1306.44751,302.745453,1548.011719,-1131.427002,1196.682495,1416.549194,,,,,,,,,,,,,,,,,,,
16,0.133333,-1015.125732,320.890228,1486.949585,-1141.989014,1205.966675,1681.709229,-1306.462402,302.764618,1547.934204,-1131.043213,1196.632324,1416.761963,,,,,,,,,,,,,,,,,,,
17,0.141667,-1015.140625,320.880524,1487.128418,-1142.266479,1206.005737,1681.971313,-1306.466064,302.791992,1547.86438,-1130.652954,1196.582764,1416.984619,,,,,,,,,,,,,,,,,,,
18,0.15,-1015.159851,320.867645,1487.308472,-1142.54248,1206.037842,1682.237671,-1306.459595,302.827148,1547.802856,-1130.25769,1196.534302,1417.216919,,,,,,,,,,,,,,,,,,,
19,0.158333,-1015.181885,320.853027,1487.488525,-1142.817139,1206.063599,1682.508423,-1306.444336,302.869263,1547.748901,-1129.858521,1196.487061,1417.458496,,,,,,,,,,,,,,,,,,,
20,0.166667,-1015.204407,320.838409,1487.666992,-1143.090454,1206.083496,1682.783569,-1306.422363,302.916901,1547.701416,-1129.456299,1196.441528,1417.709839,,,,,,,,,,,,,,,,,,,
21,0.175,-1015.225647,320.8255,1487.84314,-1143.363159,1206.098145,1683.063232,-1306.395752,302.968536,1547.658936,-1129.051758,1196.397827,1417.971313,,,,,,,,,,,,,,,,,,,
22,0.183333,-1015.244629,320.815369,1488.016357,-1143.635132,1206.108398,1683.34729,-1306.365967,303.023041,1547.621338,-1128.645996,1196.356079,1418.243042,,,,,,,,,,,,,,,,,,,
23,0.191667,-1015.261047,320.808868,1488.186157,-1143.90686,1206.115112,1683.635986,-1306.33374,303.079681,1547.589355,-1128.240112,1196.316284,1418.525635,,,,,,,,,,,,,,,,,,,
24,0.2,-1015.275269,320.806458,1488.352173,-1144.178101,1206.119263,1683.928955,-1306.300293,303.137482,1547.56311,-1127.835205,1196.278442,1418.81897,,,,,,,,,,,,,,,,,,,
25,0.208333,-1015.287537,320.808441,1488.514404,-1144.448975,1206.122192,1684.226318,-1306.266846,303.195221,1547.542603,-1127.432739,1196.242554,1419.122437,,,,,,,,,,,,,,,,,,,
26,0.216667,-1015.29834,320.815063,1488.672607,-1144.71936,1206.124268,1684.527466,-1306.234131,303.252258,1547.52771,-1127.033691,1196.208374,1419.435669,,,,,,,,,,,,,,,,,,,
27,0.225,-1015.308289,320.826263,1488.826904,-1144.989502,1206.126465,1684.832764,-1306.202637,303.308319,1547.518555,-1126.639526,1196.175781,1419.757568,,,,,,,,,,,,,,,,,,,
28,0.233333,-1015.317322,320.84201,1488.977417,-1145.259888,1206.128906,1685.141724,-1306.172607,303.363464,1547.515259,-1126.250977,1196.144409,1420.087524,,,,,,,,,,,,,,,,,,,
29,0.241667,-1015.325928,320.862,1489.124634,-1145.530518,1206.131958,1685.454346,-1306.144043,303.418121,1547.516602,-1125.869141,1196.113892,1420.424805,,,,,,,,,,,,,,,,,,,
30,0.25,-1015.333984,320.885925,1489.269409,-1145.801514,1206.135498,1685.770874,-1306.117188,303.472809,1547.521118,-1125.494751,1196.08374,1420.768799,,,,,,,,,,,,,,,,,,,
31,0.258333,-1015.341858,320.913391,1489.412354,-1146.073242,1206.139771,1686.091431,-1306.092285,303.528168,1547.526733,-1125.128296,1196.053589,1421.119019,,,,,,,,,,,,,,,,,,,
32,0.266667,-1015.349365,320.944122,1489.554321,-1146.344849,1206.144897,1686.41626,-1306.069702,303.584808,1547.530762,-1124.770264,1196.023438,1421.474487,,,,,,,,,,,,,,,,,,,
33,0.275,-1015.356689,320.977783,1489.696289,-1146.616577,1206.150757,1686.745239,-1306.050415,303.643433,1547.53064,-1124.421509,1195.993774,1421.834229,,,,,,,,,,,,,,,,,,,
34,0.283333,-1015.363586,321.01416,1489.8396,-1146.887451,1206.157104,1687.078247,-1306.034912,303.704346,1547.52356,-1124.081909,1195.965088,1422.197388,,,,,,,,,,,,,,,,,,,
35,0.291667,-1015.370117,321.053162,1489.985107,-1147.157104,1206.164063,1687.415039,-1306.024292,303.76767,1547.507568,-1123.751831,1195.937866,1422.56311,,,,,,,,,,,,,,,,,,,
36,0.3,-1015.376099,321.094727,1490.134521,-1147.424927,1206.171509,1687.755005,-1306.019409,303.833374,1547.480591,-1123.430908,1195.91272,1422.931274,,,,,,,,,,,,,,,,,,,
37,0.308333,-1015.381592,321.138733,1490.288818,-1147.690552,1206.179688,1688.098022,-1306.020874,303.901062,1547.442139,-1123.11853,1195.889893,1423.301758,,,,,,,,,,,,,,,,,,,
38,0.316667,-1015.386597,321.184906,1490.449463,-1147.953735,1206.189209,1688.443726,-1306.029541,303.970337,1547.391846,-1122.814331,1195.869629,1423.674316,,,,,,,,,,,,,,,,,,,
39,0.325,-1015.391846,321.232758,1490.617554,-1148.215088,1206.199707,1688.791992,-1306.045776,304.040283,1547.330811,-1122.518433,1195.852051,1424.048218,,,,,,,,,,,,,,,,,,,
40,0.333333,-1015.398621,321.281403,1490.793823,-1148.474976,1206.211426,1689.142822,-1306.068848,304.109955,1547.261475,-1122.231079,1195.837158,1424.422852,,,,,,,,,,,,,,,,,,,
41,0.341667,-1015.409241,321.329315,1490.979248,-1148.733521,1206.224487,1689.49585,-1306.097412,304.17804,1547.187622,-1121.953125,1195.824341,1424.797729,,,,,,,,,,,,,,,,,,,
42,0.35,-1015.426636,321.374695,1491.17395,-1148.991333,1206.238403,1689.850952,-1306.129395,304.243042,1547.113525,-1121.684448,1195.813354,1425.173096,,,,,,,,,,,,,,,,,,,
43,0.358333,-1015.452759,321.416077,1491.378174,-1149.248535,1206.25293,1690.207642,-1306.16272,304.303589,1547.042969,-1121.425171,1195.803101,1425.549194,,,,,,,,,,,,,,,,,,,
44,0.366667,-1015.488281,321.452759,1491.59082,-1149.505493,1206.267822,1690.565186,-1306.196289,304.358704,1546.978149,-1121.174805,1195.793213,1425.926392,,,,,,,,,,,,,,,,,,,
45,0.375,-1015.532471,321.484741,1491.810791,-1149.762817,1206.282715,1690.923462,-1306.229614,304.407471,1546.920166,-1120.933105,1195.782837,1426.305298,,,,,,,,,,,,,,,,,,,
46,0.383333,-1015.583374,321.512543,1492.036377,-1150.021851,1206.296875,1691.282104,-1306.261963,304.449249,1546.869751,-1120.699341,1195.771973,1426.685547,,,,,,,,,,,,,,,,,,,
47,0.391667,-1015.638367,321.537048,1492.265503,-1150.283447,1206.309937,1691.641235,-1306.292725,304.483398,1546.828003,-1120.473145,1195.760498,1427.067017,,,,,,,,,,,,,,,,,,,
48,0.4,-1015.695435,321.558746,1492.496216,-1150.549194,1206.320801,1692.000732,-1306.321167,304.509521,1546.796387,-1120.254272,1195.748169,1427.449707,,,,,,,,,,,,,,,,,,,
49,0.408333,-1015.753479,321.577759,1492.726929,-1150.82019,1206.328613,1692.361084,-1306.34668,304.527771,1546.776123,-1120.041626,1195.734863,1427.833984,,,,,,,,,,,,,,,,,,,
50,0.416667,-1015.812134,321.593964,1492.955933,-1151.097656,1206.333008,1692.722778,-1306.368652,304.538361,1546.769043,-1119.834595,1195.720215,1428.220825,,,,,,,,,,,,,,,,,,,
51,0.425,-1015.871033,321.607025,1493.182251,-1151.382324,1206.333496,1693.08606,-1306.388062,304.541473,1546.776001,-1119.632202,1195.704468,1428.611328,,,,,,,,,,,,,,,,,,,
52,0.433333,-1015.930298,321.616669,1493.404541,-1151.674927,1206.329712,1693.451294,-1306.405884,304.536346,1546.796997,-1119.434326,1195.687744,1429.006226,,,,,,,,,,,,,,,,,,,
53,0.441667,-1015.989807,321.622681,1493.62146,-1151.975952,1206.321655,1693.81897,-1306.424072,304.52182,1546.832153,-1119.240479,1195.671143,1429.406494,,,,,,,,,,,,,,,,,,,
54,0.45,-1016.0495,321.624939,1493.832031,-1152.286255,1206.309326,1694.189331,-1306.443237,304.496765,1546.882446,-1119.051392,1195.65564,1429.812866,,,,,,,,,,,,,,,,,,,
55,0.458333,-1016.109558,321.623505,1494.035034,-1152.606201,1206.292969,1694.563354,-1306.463989,304.460175,1546.949097,-1118.86731,1195.642212,1430.22583,,,,,,,,,,,,,,,,,,,
56,0.466667,-1016.170044,321.618591,1494.229492,-1152.936768,1206.272461,1694.942383,-1306.486328,304.411102,1547.034302,-1118.688721,1195.631958,1430.646362,,,,,,,,,,,,,,,,,,,
57,0.475,-1016.231445,321.610535,1494.414307,-1153.278931,1206.248169,1695.327637,-1306.510132,304.348602,1547.139648,-1118.515991,1195.625366,1431.075928,,,,,,,,,,,,,,,,,,,
58,0.483333,-1016.293762,321.599945,1494.588867,-1153.633667,1206.219727,1695.720947,-1306.535156,304.271881,1547.267456,-1118.349365,1195.623413,1431.515991,,,,,,,,,,,,,,,,,,,
59,0.491667,-1016.357422,321.58728,1494.75293,-1154.002563,1206.186768,1696.123779,-1306.561035,304.180725,1547.420288,-1118.188843,1195.626343,1431.968018,,,,,,,,,,,,,,,,,,,
60,0.5,-1016.422852,321.573242,1494.906372,-1154.386353,1206.14856,1696.537109,-1306.586792,304.075714,1547.600586,-1118.035034,1195.635254,1432.433105,,,,,,,,,,,,,,,,,,,
61,0.508333,-1016.48999,321.558197,1495.050293,-1154.786987,1206.104004,1696.96228,-1306.611694,303.95816,1547.810425,-1117.88855,1195.650146,1432.912476,,,,,,,,,,,,,,,,,,,
62,0.516667,-1016.559143,321.542297,1495.185913,-1155.205566,1206.052002,1697.399658,-1306.63623,303.829254,1548.049316,-1117.749756,1195.671631,1433.40625,,,,,,,,,,,,,,,,,,,
63,0.525,-1016.630554,321.525238,1495.316406,-1155.643799,1205.990356,1697.85022,-1306.662231,303.689819,1548.313354,-1117.619385,1195.700073,1433.915039,,,,,,,,,,,,,,,,,,,
64,0.533333,-1016.704224,321.506866,1495.44519,-1156.103516,1205.917603,1698.314819,-1306.692261,303.540497,1548.597046,-1117.497803,1195.735107,1434.438599,,,,,,,,,,,,,,,,,,,
65,0.541667,-1016.780396,321.486816,1495.577271,-1156.585571,1205.832153,1698.794189,-1306.728394,303.381927,1548.893799,-1117.38562,1195.777588,1434.976807,,,,,,,,,,,,,,,,,,,
66,0.55,-1016.85907,321.465027,1495.718384,-1157.090942,1205.732056,1699.289063,-1306.772339,303.214386,1549.196899,-1117.283569,1195.828247,1435.529053,,,,,,,,,,,,,,,,,,,
67,0.558333,-1016.940125,321.441406,1495.875244,-1157.619507,1205.616699,1699.799438,-1306.825317,303.038269,1549.500854,-1117.192505,1195.888062,1436.094727,,,,,,,,,,,,,,,,,,,
68,0.566667,-1017.02356,321.416168,1496.05542,-1158.170776,1205.484985,1700.324951,-1306.888062,302.854279,1549.800171,-1117.113525,1195.958496,1436.673096,,,,,,,,,,,,,,,,,,,
69,0.575,-1017.108826,321.389648,1496.266846,-1158.744507,1205.336792,1700.865356,-1306.96228,302.663971,1550.089722,-1117.047485,1196.040649,1437.263428,,,,,,,,,,,,,,,,,,,
70,0.583333,-1017.195251,321.362335,1496.518311,-1159.339355,1205.172241,1701.421143,-1307.050171,302.469635,1550.363403,-1116.995605,1196.135498,1437.865845,,,,,,,,,,,,,,,,,,,
71,0.591667,-1017.281433,321.334869,1496.819092,-1159.954346,1204.991455,1701.991943,-1307.154419,302.273773,1550.615479,-1116.959106,1196.243896,1438.479858,,,,,,,,,,,,,,,,,,,
72,0.6,-1017.366394,321.307892,1497.17981,-1160.587769,1204.795288,1702.577393,-1307.276978,302.078735,1550.841431,-1116.939575,1196.366333,1439.105103,,,,,,,,,,,,,,,,,,,
73,0.608333,-1017.448914,321.282074,1497.61145,-1161.237671,1204.584229,1703.177002,-1307.419434,301.886444,1551.038452,-1116.938354,1196.503418,1439.741577,,,,,,,,,,,,,,,,,,,
74,0.616667,-1017.528198,321.258148,1498.125244,-1161.901733,1204.359741,1703.79126,-1307.582642,301.698456,1551.205322,-1116.956787,1196.655273,1440.389648,,,,,,,,,,,,,,,,,,,
75,0.625,-1017.603271,321.237152,1498.732544,-1162.577393,1204.122803,1704.420166,-1307.766968,301.515656,1551.341553,-1116.99585,1196.821655,1441.050293,,,,,,,,,,,,,,,,,,,
