Format Version,1.22,Take Name,Turn right 90 RHG 2019-04-15 07.41.59 PM_004,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2019-04-15 07.43.29.972 下午,Total Frames in Take,678,Total Exported Frames,678,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Glob,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,RTip,RTip,RTip,Trunk Back,Trunk Back,Trunk Back,Trunk Front,Trunk Front,Trunk Front,LTip,LTip,LTip,,,,,,,,,,,,,,,,,,,
,,C85D0,C85D0,C85D0,C85F0,C85F0,C85F0,C8620,C8620,C8620,C8630,C8630,C8630,,,,,,,,,,,,,,,,,,,
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,,,,,,,,,,,,,,,,,,,
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,,,,,,,,,,,,,,
0,0,1084.80603,336.534332,1267.664429,1257.474976,1296.225952,1181.754639,1240.133301,1293.540039,1419.294189,1406.380127,352.955261,1247.268188,,,,,,,,,,,,,,,,,,,
1,0.008333,1084.804077,336.528656,1267.679565,1257.553467,1296.158691,1181.737305,1240.052979,1293.547485,1419.262939,1406.350708,352.950775,1247.303101,,,,,,,,,,,,,,,,,,,
2,0.016667,1084.802368,336.521454,1267.692627,1257.631714,1296.091675,1181.720703,1239.9729,1293.55481,1419.232056,1406.322632,352.945587,1247.337646,,,,,,,,,,,,,,,,,,,
3,0.025,1084.80127,336.511108,1267.701538,1257.709473,1296.025269,1181.705688,1239.893677,1293.561768,1419.201904,1406.297241,352.938965,1247.371826,,,,,,,,,,,,,,,,,,,
4,0.033333,1084.801025,336.496155,1267.704346,1257.787109,1295.959717,1181.692993,1239.815063,1293.568115,1419.172729,1406.275757,352.930176,1247.404785,,,,,,,,,,,,,,,,,,,
5,0.041667,1084.801758,336.475037,1267.699341,1257.86438,1295.895264,1181.683228,1239.737549,1293.573486,1419.145142,1406.259277,352.918457,1247.436401,,,,,,,,,,,,,,,,,,,
6,0.05,1084.803223,336.446411,1267.684448,1257.941895,1295.832153,1181.67688,1239.661011,1293.577515,1419.119141,1406.248535,352.902863,1247.465942,,,,,,,,,,,,,,,,,,,
7,0.058333,1084.805176,336.408875,1267.658203,1258.019897,1295.770874,1181.674561,1239.585571,1293.579834,1419.095337,1406.244141,352.882477,1247.49292,,,,,,,,,,,,,,,,,,,
8,0.066667,1084.806885,336.361267,1267.619507,1258.099365,1295.711792,1181.67688,1239.510986,1293.579956,1419.073853,1406.245972,352.856293,1247.516602,,,,,,,,,,,,,,,,,,,
9,0.075,1084.808228,336.302765,1267.567749,1258.180908,1295.655396,1181.683838,1239.437744,1293.577515,1419.054932,1406.253906,352.823364,1247.536499,,,,,,,,,,,,,,,,,,,
10,0.083333,1084.808472,336.233185,1267.50354,1258.265381,1295.602173,1181.695923,1239.365479,1293.572266,1419.039063,1406.267578,352.783081,1247.552612,,,,,,,,,,,,,,,,,,,
11,0.091667,1084.807251,336.153931,1267.428467,1258.354126,1295.552856,1181.713135,1239.294189,1293.563721,1419.026001,1406.286255,352.735046,1247.564819,,,,,,,,,,,,,,,,,,,
