Format Version,1.22,Take Name,Turn right 90 ZY 2019-04-17 10.19.24 AM_007,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2019-04-17 10.21.56.668 上午,Total Frames in Take,1009,Total Exported Frames,1009,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Glob,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,LTip,LTip,LTip,Trunk Front,Trunk Front,Trunk Front,RTip,RTip,RTip,Trunk Back,Trunk Back,Trunk Back,,,,,,,,,,,,,,,,,,,
,,C4E50,C4E50,C4E50,C4EA0,C4EA0,C4EA0,C4EB0,C4EB0,C4EB0,C4F30,C4F30,C4F30,,,,,,,,,,,,,,,,,,,
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,,,,,,,,,,,,,,,,,,,
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,,,,,,,,,,,,,,
0,0,1386.743774,371.543243,1652.575562,1239.758789,1148.103394,1764.130371,1132.042358,360.030792,1579.084839,1293.714844,1105.077393,1531.869629,,,,,,,,,,,,,,,,,,,
1,0.008333,1386.851685,371.517792,1652.390625,1239.896362,1148.130371,1763.852661,1131.915405,359.912811,1579.13147,1293.80188,1105.064087,1531.571533,,,,,,,,,,,,,,,,,,,
2,0.016667,1386.95752,371.492859,1652.207642,1240.035645,1148.15918,1763.573242,1131.790039,359.7966,1579.169312,1293.887939,1105.051758,1531.270508,,,,,,,,,,,,,,,,,,,
3,0.025,1387.059692,371.468292,1652.028809,1240.177612,1148.191162,1763.291626,1131.666748,359.681885,1579.191895,1293.973022,1105.04126,1530.965332,,,,,,,,,,,,,,,,,,,
4,0.033333,1387.156372,371.443054,1651.856079,1240.323486,1148.226929,1763.008179,1131.546631,359.565979,1579.195435,1294.05835,1105.033325,1530.655762,,,,,,,,,,,,,,,,,,,
5,0.041667,1387.246948,371.417389,1651.690186,1240.473389,1148.266479,1762.724976,1131.429932,359.444183,1579.177856,1294.145752,1105.028442,1530.341553,,,,,,,,,,,,,,,,,,,
6,0.05,1387.331787,371.391785,1651.531128,1240.627808,1148.309692,1762.443115,1131.315674,359.308289,1579.139282,1294.235596,1105.027222,1530.023804,,,,,,,,,,,,,,,,,,,
7,0.058333,1387.411987,371.364685,1651.377563,1240.786011,1148.356567,1762.161865,1131.199951,359.146423,1579.082031,1294.328491,1105.029663,1529.703247,,,,,,,,,,,,,,,,,,,
8,0.066667,1387.489868,371.334747,1651.227417,1240.946899,1148.40564,1761.880981,1131.074341,358.94342,1579.010986,1294.42395,1105.034546,1529.380737,,,,,,,,,,,,,,,,,,,
9,0.075,1387.568481,371.301788,1651.078247,1241.108643,1148.455322,1761.601929,1130.958984,358.730103,1578.924438,1294.52124,1105.041382,1529.058228,,,,,,,,,,,,,,,,,,,
10,0.083333,1387.650146,371.266541,1650.928589,1241.268921,1148.503662,1761.325928,1130.872559,358.535797,1578.822144,1294.619385,1105.049561,1528.738159,,,,,,,,,,,,,,,,,,,
11,0.091667,1387.736572,371.230255,1650.778564,1241.425415,1148.550171,1761.053101,1130.800903,358.340668,1578.714722,1294.718262,1105.057861,1528.421509,,,,,,,,,,,,,,,,,,,
12,0.1,1387.829468,371.19397,1650.628174,1241.576416,1148.594116,1760.781982,1130.760742,358.175079,1578.604126,1294.817139,1105.064087,1528.108032,,,,,,,,,,,,,,,,,,,
13,0.108333,1387.929199,371.159241,1650.478027,1241.720581,1148.634766,1760.511719,1130.772705,358.074524,1578.48999,1294.916626,1105.067261,1527.798706,,,,,,,,,,,,,,,,,,,
14,0.116667,1388.036133,371.127808,1650.327148,1241.856323,1148.671021,1760.24292,1130.831055,358.031403,1578.379639,1295.017578,1105.067139,1527.496338,,,,,,,,,,,,,,,,,,,
15,0.125,1388.150391,371.10025,1650.175293,1241.982178,1148.702393,1759.976807,1130.934448,358.04303,1578.278687,1295.120239,1105.063843,1527.204224,,,,,,,,,,,,,,,,,,,
16,0.133333,1388.271118,371.075195,1650.022095,1242.097168,1148.729248,1759.715698,1131.08667,358.112976,1578.19165,1295.22583,1105.05835,1526.923584,,,,,,,,,,,,,,,,,,,
