Format Version,1.22,Take Name,Turn right 180 ZY 2019-04-17 10.19.24 AM_011,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2019-04-17 10.23.19.899 上午,Total Frames in Take,1148,Total Exported Frames,1148,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Glob,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,LTip,LTip,LTip,RTip,RTip,RTip,Trunk Back,Trunk Back,Trunk Back,Trunk Front,Trunk Front,Trunk Front,,,,,,,,,,,,,,,,,,,
,,C4E50,C4E50,C4E50,C4EB0,C4EB0,C4EB0,C4F30,C4F30,C4F30,C4FF0,C4FF0,C4FF0,,,,,,,,,,,,,,,,,,,
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,,,,,,,,,,,,,,,,,,,
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,,,,,,,,,,,,,,
0,0,1391.923828,372.015991,1647.791992,1143.29248,357.536469,1553.981445,1298.122192,1107.087524,1518.460327,1225.869141,1145.988892,1747.977173,,,,,,,,,,,,,,,,,,,
1,0.008333,1391.973511,371.982422,1647.886719,1143.303467,357.587433,1554.098755,1298.133423,1107.060791,1518.548584,1226.069458,1146.009277,1748.140259,,,,,,,,,,,,,,,,,,,
2,0.016667,1392.024048,371.948151,1647.981201,1143.316895,357.637512,1554.213013,1298.144897,1107.034668,1518.636108,1226.270874,1146.028931,1748.302246,,,,,,,,,,,,,,,,,,,
3,0.025,1392.076294,371.912537,1648.074585,1143.334595,357.685822,1554.321899,1298.157227,1107.009644,1518.722534,1226.474731,1146.046875,1748.46167,,,,,,,,,,,,,,,,,,,
4,0.033333,1392.131226,371.875336,1648.165527,1143.358887,357.731567,1554.423218,1298.170288,1106.98584,1518.807129,1226.682007,1146.0625,1748.618164,,,,,,,,,,,,,,,,,,,
5,0.041667,1392.189697,371.836487,1648.251953,1143.391235,357.773956,1554.515381,1298.184692,1106.963135,1518.890137,1226.893555,1146.074951,1748.770874,,,,,,,,,,,,,,,,,,,
6,0.05,1392.253052,371.796112,1648.331421,1143.43335,357.812347,1554.597412,1298.200195,1106.942017,1518.971313,1227.110229,1146.08374,1748.919434,,,,,,,,,,,,,,,,,,,
7,0.058333,1392.322021,371.754486,1648.400879,1143.485352,357.846191,1554.668213,1298.217651,1106.922119,1519.050781,1227.332764,1146.087891,1749.064209,,,,,,,,,,,,,,,,,,,
8,0.066667,1392.398071,371.711945,1648.45752,1143.547241,357.875,1554.727905,1298.237183,1106.903564,1519.129028,1227.561401,1146.087036,1749.2052,,,,,,,,,,,,,,,,,,,
9,0.075,1392.482178,371.668732,1648.498657,1143.618408,357.898193,1554.776733,1298.259155,1106.886108,1519.206177,1227.796387,1146.080566,1749.343262,,,,,,,,,,,,,,,,,,,
10,0.083333,1392.575317,371.625275,1648.521851,1143.69751,357.915405,1554.815308,1298.284302,1106.869995,1519.282593,1228.037842,1146.068481,1749.478638,,,,,,,,,,,,,,,,,,,
11,0.091667,1392.677979,371.581879,1648.525635,1143.782715,357.926147,1554.84436,1298.313354,1106.855103,1519.358765,1228.285278,1146.050049,1749.612061,,,,,,,,,,,,,,,,,,,
12,0.1,1392.791138,371.539001,1648.508789,1143.872559,357.930328,1554.865112,1298.347168,1106.841919,1519.434937,1228.53833,1146.025513,1749.744019,,,,,,,,,,,,,,,,,,,
13,0.108333,1392.914795,371.497009,1648.471191,1143.965698,357.927795,1554.878784,1298.385986,1106.830444,1519.511475,1228.795898,1145.994995,1749.874878,,,,,,,,,,,,,,,,,,,
14,0.116667,1393.048828,371.456299,1648.413208,1144.060913,357.918579,1554.886475,1298.430786,1106.821411,1519.588379,1229.057373,1145.95874,1750.004639,,,,,,,,,,,,,,,,,,,
15,0.125,1393.193237,371.417206,1648.335327,1144.158081,357.902679,1554.889282,1298.482056,1106.815063,1519.666016,1229.321655,1145.917358,1750.133301,,,,,,,,,,,,,,,,,,,
16,0.133333,1393.347534,371.379974,1648.238525,1144.25708,357.880035,1554.888672,1298.540161,1106.812012,1519.744385,1229.587524,1145.87146,1750.26062,,,,,,,,,,,,,,,,,,,
17,0.141667,1393.510986,371.34494,1648.124146,1144.358032,357.850586,1554.885986,1298.605469,1106.812744,1519.823853,1229.854492,1145.821899,1750.386108,,,,,,,,,,,,,,,,,,,
18,0.15,1393.683105,371.312317,1647.99353,1144.461548,357.81427,1554.882446,1298.678467,1106.817383,1519.904663,1230.121826,1145.769775,1750.509766,,,,,,,,,,,,,,,,,,,
19,0.158333,1393.862549,371.282227,1647.848633,1144.567749,357.771301,1554.87915,1298.759521,1106.826294,1519.986572,1230.389771,1145.716064,1750.631592,,,,,,,,,,,,,,,,,,,
20,0.166667,1394.048218,371.254547,1647.69104,1144.676636,357.722198,1554.877319,1298.848755,1106.8396,1520.07019,1230.658569,1145.661987,1750.751831,,,,,,,,,,,,,,,,,,,
21,0.175,1394.238403,371.229034,1647.522827,1144.787476,357.668457,1554.877563,1298.946411,1106.857544,1520.155151,1230.929199,1145.608521,1750.871216,,,,,,,,,,,,,,,,,,,
22,0.183333,1394.431152,371.20517,1647.345947,1144.898438,357.61261,1554.879272,1299.05249,1106.879883,1520.241577,1231.202759,1145.556885,1750.990112,,,,,,,,,,,,,,,,,,,
