Format Version,1.22,Take Name,Walk straight lateral left HJ 2019-04-12 04.00.40 PM_029,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2019-04-12 04.28.44.638 下午,Total Frames in Take,658,Total Exported Frames,658,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Glob,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,LTip,LTip,LTip,RTip,RTip,RTip,Trunk Front,Trunk Front,Trunk Front,Trunk Back,Trunk Back,Trunk Back,,,,,,,,,,,,,,,,,,,
,,C3630,C3630,C3630,C36C0,C36C0,C36C0,C37E0,C37E0,C37E0,C3830,C3830,C3830,,,,,,,,,,,,,,,,,,,
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,,,,,,,,,,,,,,,,,,,
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,,,,,,,,,,,,,,
0,0,382.930115,359.277985,191.39032,127.473457,357.058899,409.188568,367.689636,1310.246094,411.632324,192.085419,1289.757568,207.278931,,,,,,,,,,,,,,,,,,,
1,0.008333,382.891632,359.282867,191.343246,127.505928,357.072174,409.155426,367.812622,1310.226196,411.636627,192.19371,1289.764893,207.292526,,,,,,,,,,,,,,,,,,,
2,0.016667,382.879333,359.270172,191.303726,127.499443,357.086121,409.125549,367.935089,1310.212402,411.643921,192.266754,1289.795288,207.300873,,,,,,,,,,,,,,,,,,,
3,0.025,382.870544,359.297699,191.263779,127.499001,357.103943,409.096069,368.05368,1310.199707,411.638977,192.375153,1289.816772,207.323563,,,,,,,,,,,,,,,,,,,
4,0.033333,382.859436,359.28537,191.22113,127.506195,357.115326,409.056091,368.177612,1310.193848,411.637848,192.469635,1289.845215,207.325607,,,,,,,,,,,,,,,,,,,
5,0.041667,382.853241,359.284973,191.18898,127.50882,357.124146,409.014557,368.300873,1310.185547,411.648834,192.549728,1289.873779,207.336121,,,,,,,,,,,,,,,,,,,
6,0.05,382.852905,359.289032,191.167603,127.511444,357.15155,408.966278,368.411652,1310.17749,411.663818,192.65361,1289.880981,207.347046,,,,,,,,,,,,,,,,,,,
7,0.058333,382.831207,359.290314,191.133469,127.523872,357.174744,408.919586,368.520294,1310.173584,411.666046,192.752411,1289.899902,207.345078,,,,,,,,,,,,,,,,,,,
8,0.066667,382.812988,359.284119,191.114273,127.532944,357.197601,408.868713,368.623016,1310.164307,411.678345,192.817657,1289.916748,207.356888,,,,,,,,,,,,,,,,,,,
9,0.075,382.829468,359.29718,191.102188,127.547173,357.207123,408.822235,368.742126,1310.145752,411.684143,192.930069,1289.921021,207.368484,,,,,,,,,,,,,,,,,,,
10,0.083333,382.833496,359.298279,191.101364,127.555756,357.238708,408.75351,368.86795,1310.154297,411.692993,193.000977,1289.921143,207.365936,,,,,,,,,,,,,,,,,,,
11,0.091667,382.818695,359.291473,191.102127,127.585083,357.252319,408.713043,368.969238,1310.149292,411.685669,193.124756,1289.910767,207.368652,,,,,,,,,,,,,,,,,,,
12,0.1,382.854431,359.302399,191.119644,127.616722,357.262848,408.669067,369.064056,1310.126953,411.69632,193.208893,1289.914795,207.372665,,,,,,,,,,,,,,,,,,,
13,0.108333,382.869415,359.297699,191.125351,127.653374,357.289246,408.63739,369.153992,1310.11853,411.710449,193.311264,1289.894775,207.370514,,,,,,,,,,,,,,,,,,,
14,0.116667,382.881042,359.299011,191.164917,127.683594,357.311401,408.602295,369.255402,1310.122559,411.723846,193.407303,1289.890381,207.36171,,,,,,,,,,,,,,,,,,,
15,0.125,382.907227,359.293854,191.183258,127.727272,357.319305,408.589996,369.359619,1310.123535,411.728485,193.496582,1289.878052,207.373428,,,,,,,,,,,,,,,,,,,
16,0.133333,382.971466,359.288361,191.215195,127.784508,357.335632,408.596039,369.439301,1310.119385,411.740204,193.590256,1289.856323,207.376022,,,,,,,,,,,,,,,,,,,
17,0.141667,383.015411,359.269531,191.255722,127.823395,357.35202,408.580872,369.52829,1310.125366,411.765564,193.658279,1289.85144,207.349991,,,,,,,,,,,,,,,,,,,
18,0.15,383.078308,359.261719,191.296188,127.896515,357.350983,408.590424,369.59848,1310.13916,411.785431,193.768372,1289.817383,207.35144,,,,,,,,,,,,,,,,,,,
19,0.158333,383.15506,359.253601,191.33255,127.971024,357.344177,408.627533,369.666534,1310.141479,411.814758,193.855087,1289.806152,207.34697,,,,,,,,,,,,,,,,,,,
20,0.166667,383.214905,359.258636,191.377151,128.051041,357.350983,408.657898,369.732819,1310.146118,411.836487,193.96582,1289.77356,207.338043,,,,,,,,,,,,,,,,,,,
21,0.175,383.285492,359.266235,191.410858,128.124954,357.35965,408.687714,369.799286,1310.151733,411.85434,194.041183,1289.763306,207.345734,,,,,,,,,,,,,,,,,,,
22,0.183333,383.328796,359.264709,191.474091,128.177963,357.372101,408.709412,369.856537,1310.1698,411.886902,194.141785,1289.741577,207.327927,,,,,,,,,,,,,,,,,,,
23,0.191667,383.387634,359.250458,191.523315,128.224167,357.398346,408.730194,369.922913,1310.169067,411.933258,194.261703,1289.719727,207.307739,,,,,,,,,,,,,,,,,,,
24,0.2,383.452301,359.260284,191.570511,128.2957,357.401886,408.746124,369.982727,1310.199219,411.974091,194.355682,1289.709351,207.294556,,,,,,,,,,,,,,,,,,,
25,0.208333,383.493835,359.268311,191.617203,128.346451,357.418152,408.765045,370.044281,1310.221436,412.013611,194.439484,1289.685181,207.279419,,,,,,,,,,,,,,,,,,,
