Format Version,1.22,Take Name,Turn left 180 ZY 2019-04-17 10.19.24 AM_001,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2019-04-17 10.19.49.121 上午,Total Frames in Take,1215,Total Exported Frames,1215,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Glob,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,LTip,LTip,LTip,Trunk Front,Trunk Front,Trunk Front,RTip,RTip,RTip,Trunk Back,Trunk Back,Trunk Back,,,,,,,,,,,,,,,,,,,
,,C4E50,C4E50,C4E50,C4EA0,C4EA0,C4EA0,C4EB0,C4EB0,C4EB0,C4F30,C4F30,C4F30,,,,,,,,,,,,,,,,,,,
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,,,,,,,,,,,,,,,,,,,
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,,,,,,,,,,,,,,
0,0,-1020.62915,364.555969,1587.130371,-1128.737793,1142.35083,1744.415649,-1288.381592,352.505829,1603.795654,-1142.689941,1107.373291,1504.104858,,,,,,,,,,,,,,,,,,,
1,0.008333,-1020.688293,364.557953,1587.187988,-1128.857056,1142.394165,1744.320801,-1288.432617,352.4758,1603.746948,-1142.815308,1107.303223,1504.047363,,,,,,,,,,,,,,,,,,,
2,0.016667,-1020.74646,364.559998,1587.244263,-1128.975586,1142.437256,1744.225952,-1288.483398,352.445374,1603.69873,-1142.941406,1107.233643,1503.989014,,,,,,,,,,,,,,,,,,,
3,0.025,-1020.80249,364.562103,1587.297974,-1129.092896,1142.479492,1744.131348,-1288.533569,352.414124,1603.651978,-1143.068359,1107.164795,1503.929077,,,,,,,,,,,,,,,,,,,
4,0.033333,-1020.855652,364.564209,1587.348145,-1129.208618,1142.520752,1744.036743,-1288.583008,352.381653,1603.6073,-1143.196533,1107.097046,1503.866821,,,,,,,,,,,,,,,,,,,
5,0.041667,-1020.905151,364.566345,1587.394165,-1129.322144,1142.560791,1743.942261,-1288.631958,352.347626,1603.565552,-1143.326416,1107.030762,1503.802002,,,,,,,,,,,,,,,,,,,
6,0.05,-1020.950195,364.56839,1587.435791,-1129.433228,1142.599121,1743.847778,-1288.679688,352.311859,1603.527344,-1143.458008,1106.966187,1503.734009,,,,,,,,,,,,,,,,,,,
7,0.058333,-1020.990356,364.57019,1587.473145,-1129.54187,1142.635376,1743.752808,-1288.726196,352.274628,1603.493164,-1143.591675,1106.903564,1503.662964,,,,,,,,,,,,,,,,,,,
8,0.066667,-1021.025513,364.571594,1587.505859,-1129.647705,1142.669556,1743.657715,-1288.77063,352.236694,1603.463623,-1143.726929,1106.84314,1503.588501,,,,,,,,,,,,,,,,,,,
9,0.075,-1021.055603,364.572357,1587.534058,-1129.75061,1142.701416,1743.562012,-1288.812256,352.199524,1603.438599,-1143.864014,1106.784912,1503.511108,,,,,,,,,,,,,,,,,,,
10,0.083333,-1021.080872,364.572388,1587.557495,-1129.85022,1142.730957,1743.466187,-1288.85022,352.164825,1603.418335,-1144.002319,1106.729492,1503.430664,,,,,,,,,,,,,,,,,,,
11,0.091667,-1021.101257,364.571594,1587.576538,-1129.946411,1142.758423,1743.370117,-1288.883545,352.133698,1603.401978,-1144.141479,1106.677002,1503.348145,,,,,,,,,,,,,,,,,,,
12,0.1,-1021.116882,364.570129,1587.590698,-1130.038452,1142.783813,1743.274414,-1288.912109,352.106812,1603.388672,-1144.28064,1106.628052,1503.263794,,,,,,,,,,,,,,,,,,,
13,0.108333,-1021.128052,364.568024,1587.600098,-1130.125977,1142.807251,1743.179443,-1288.934814,352.085083,1603.377319,-1144.419312,1106.582397,1503.178833,,,,,,,,,,,,,,,,,,,
14,0.116667,-1021.134949,364.565369,1587.604858,-1130.207886,1142.828857,1743.085693,-1288.951538,352.069611,1603.366943,-1144.556641,1106.540527,1503.093994,,,,,,,,,,,,,,,,,,,
15,0.125,-1021.137817,364.562225,1587.605103,-1130.283447,1142.848877,1742.993774,-1288.962036,352.061035,1603.356079,-1144.691895,1106.502441,1503.010376,,,,,,,,,,,,,,,,,,,
