Format Version,1.22,Take Name,walk straight lateral CMT 2019-04-17 09.31.11 AM_009,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2019-04-17 09.36.05.185 上午,Total Frames in Take,993,Total Exported Frames,993,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Glob,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Trunk Front,Trunk Front,Trunk Front,RTip,RTip,RTip,LTip,LTip,LTip,Trunk Back,Trunk Back,Trunk Back,,,,,,,,,,,,,,,,,,,
,,C3960,C3960,C3960,C3970,C3970,C3970,C3980,C3980,C3980,C39B0,C39B0,C39B0,,,,,,,,,,,,,,,,,,,
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,,,,,,,,,,,,,,,,,,,
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,,,,,,,,,,,,,,
0,0,68.89843,1168.963623,257.467651,-55.979061,425.470886,11.228591,357.647308,374.544373,187.049591,240.68219,1216.850586,57.159245,,,,,,,,,,,,,,,,,,,
1,0.008333,69.914383,1169.2677,257.763702,-56.666985,425.358978,11.449046,357.779663,374.661987,186.365082,240.085419,1216.760498,56.111732,,,,,,,,,,,,,,,,,,,
2,0.016667,70.912933,1169.568481,258.050629,-57.367134,425.242096,11.685444,357.909607,374.779205,185.681061,239.472351,1216.666626,55.063911,,,,,,,,,,,,,,,,,,,
3,0.025,71.877754,1169.862793,258.319489,-58.089985,425.116211,11.951913,358.034515,374.895905,184.997757,238.828201,1216.56543,54.014969,,,,,,,,,,,,,,,,,,,
4,0.033333,72.794296,1170.146973,258.562134,-58.84293,424.979034,12.259786,358.151276,375.012207,184.314484,238.140701,1216.454834,52.963058,,,,,,,,,,,,,,,,,,,
5,0.041667,73.649887,1170.418701,258.771057,-59.62957,424.830719,12.61763,358.256775,375.12851,183.629242,237.399994,1216.333618,51.905163,,,,,,,,,,,,,,,,,,,
6,0.05,74.433548,1170.676758,258.939819,-60.449791,424.673798,13.031752,358.347809,375.245148,182.938416,236.5979,1216.201294,50.83757,,,,,,,,,,,,,,,,,,,
7,0.058333,75.136055,1170.920532,259.063446,-61.300922,424.512482,13.506181,358.420868,375.362793,182.237152,235.727509,1216.058228,49.756458,,,,,,,,,,,,,,,,,,,
8,0.066667,75.750031,1171.150269,259.138489,-62.179649,424.350586,14.042184,358.471893,375.482056,181.52037,234.782837,1215.904907,48.658195,,,,,,,,,,,,,,,,,,,
9,0.075,76.269989,1171.367065,259.163147,-63.083469,424.190979,14.638462,358.495422,375.603729,180.78392,233.758438,1215.742554,47.539318,,,,,,,,,,,,,,,,,,,
10,0.083333,76.692192,1171.571899,259.136841,-64.011253,424.035461,15.292086,358.484741,375.728455,180.025482,232.64917,1215.572021,46.396572,,,,,,,,,,,,,,,,,,,
11,0.091667,77.01432,1171.766235,259.060059,-64.963242,423.884705,15.999026,358.432434,375.856415,179.244583,231.450287,1215.393921,45.226971,,,,,,,,,,,,,,,,,,,
12,0.1,77.2351,1171.951782,258.933777,-65.940742,423.736938,16.753466,358.331238,375.987396,178.442413,230.157318,1215.208984,44.027847,,,,,,,,,,,,,,,,,,,
13,0.108333,77.35392,1172.130249,258.759521,-66.945869,423.586761,17.546665,358.175354,376.12088,177.621521,228.766266,1215.017212,42.796864,,,,,,,,,,,,,,,,,,,
14,0.116667,77.370399,1172.303833,258.538971,-67.981941,423.42572,18.367897,357.961212,376.256561,176.785233,227.273529,1214.818359,41.53196,,,,,,,,,,,,,,,,,,,
15,0.125,77.284164,1172.475098,258.273743,-69.053879,423.245453,19.207821,357.687653,376.394348,175.937363,225.67601,1214.611938,40.231266,,,,,,,,,,,,,,,,,,,
16,0.133333,77.094872,1172.646606,257.965332,-70.167641,423.040405,20.060715,357.355774,376.534485,175.082214,223.971329,1214.397095,38.893116,,,,,,,,,,,,,,,,,,,
17,0.141667,76.802612,1172.820313,257.61499,-71.329155,422.808563,20.923639,356.968048,376.677307,174.224442,222.157867,1214.172852,37.516109,,,,,,,,,,,,,,,,,,,
18,0.15,76.408234,1172.996094,257.223877,-72.543633,422.549988,21.794369,356.527252,376.822906,173.36908,220.234818,1213.938232,36.099129,,,,,,,,,,,,,,,,,,,
19,0.158333,75.913376,1173.172607,256.792664,-73.815208,422.265961,22.66997,356.035248,376.971039,172.521393,218.202072,1213.692261,34.641407,,,,,,,,,,,,,,,,,,,
20,0.166667,75.320168,1173.3479,256.321716,-75.146553,421.957581,23.546278,355.492798,377.120972,171.686676,216.060181,1213.433838,33.142601,,,,,,,,,,,,,,,,,,,
21,0.175,74.630783,1173.520142,255.810944,-76.538948,421.625336,24.41807,354.899292,377.272034,170.870026,213.810089,1213.161743,31.602785,,,,,,,,,,,,,,,,,,,
22,0.183333,73.846878,1173.687744,255.259689,-77.992905,421.269043,25.279604,354.253448,377.423859,170.075928,211.453003,1212.874146,30.022358,,,,,,,,,,,,,,,,,,,
23,0.191667,72.969315,1173.849854,254.666962,-79.508926,420.888031,26.125366,353.553619,377.576447,169.307968,208.990189,1212.569824,28.401976,,,,,,,,,,,,,,,,,,,
24,0.2,71.998222,1174.006226,254.031479,-81.087967,420.481903,26.950876,352.797913,377.730133,168.568802,206.422974,1212.24707,26.742558,,,,,,,,,,,,,,,,,,,
25,0.208333,70.93325,1174.156372,253.351929,-82.731125,420.050171,27.753668,351.984283,377.885559,167.860489,203.752548,1211.904541,25.045246,,,,,,,,,,,,,,,,,,,
26,0.216667,69.773819,1174.299683,252.627106,-84.439102,419.592987,28.533939,351.110229,378.043396,167.184586,200.980042,1211.540894,23.311306,,,,,,,,,,,,,,,,,,,
27,0.225,68.518951,1174.435425,251.856094,-86.211937,419.111267,29.294266,350.172913,378.20459,166.542328,198.106277,1211.155273,21.542023,,,,,,,,,,,,,,,,,,,
28,0.233333,67.167259,1174.563843,251.038254,-88.048889,418.606598,30.038,349.169128,378.370056,165.934357,195.131943,1210.747192,19.738607,,,,,,,,,,,,,,,,,,,
29,0.241667,65.717155,1174.686157,250.173508,-89.94799,418.080322,30.767284,348.095581,378.540405,165.36055,192.05748,1210.316162,17.902227,,,,,,,,,,,,,,,,,,,
30,0.25,64.167198,1174.803955,249.26239,-91.905563,417.53363,31.481531,346.948822,378.715973,164.819901,188.883392,1209.862305,16.034121,,,,,,,,,,,,,,,,,,,
