Format Version,1.22,Take Name,Turn left 90 ZY 2019-04-17 10.07.12 AM,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2019-04-17 10.17.45.211 上午,Total Frames in Take,979,Total Exported Frames,979,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Glob,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,LTip,LTip,LTip,Trunk Front,Trunk Front,Trunk Front,RTip,RTip,RTip,Trunk Back,Trunk Back,Trunk Back,,,,,,,,,,,,,,,,,,,
,,C4E50,C4E50,C4E50,C4EA0,C4EA0,C4EA0,C4EB0,C4EB0,C4EB0,C4F30,C4F30,C4F30,,,,,,,,,,,,,,,,,,,
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,,,,,,,,,,,,,,,,,,,
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,,,,,,,,,,,,,,
0,0,-1025.580933,371.606812,1618.328247,-1138.615845,1148.015869,1747.751709,-1291.493286,358.166687,1607.674927,-1148.949951,1110.320679,1504.557129,,,,,,,,,,,,,,,,,,,
1,0.008333,-1025.536011,371.606323,1618.268311,-1138.593262,1148.065063,1748.109619,-1291.435669,358.156708,1607.706177,-1149.017212,1110.39563,1504.914185,,,,,,,,,,,,,,,,,,,
2,0.016667,-1025.492065,371.606262,1618.209839,-1138.56958,1148.114746,1748.466919,-1291.378784,358.14679,1607.737549,-1149.08667,1110.469482,1505.272583,,,,,,,,,,,,,,,,,,,
3,0.025,-1025.449341,371.607086,1618.154663,-1138.543213,1148.165283,1748.823608,-1291.322754,358.136963,1607.769287,-1149.160522,1110.541138,1505.633911,,,,,,,,,,,,,,,,,,,
4,0.033333,-1025.408691,371.609222,1618.104004,-1138.513062,1148.216309,1749.179443,-1291.268188,358.127258,1607.801636,-1149.240479,1110.609619,1505.999878,,,,,,,,,,,,,,,,,,,
5,0.041667,-1025.370728,371.612854,1618.058594,-1138.478027,1148.267578,1749.534912,-1291.216064,358.117584,1607.835205,-1149.328735,1110.674194,1506.372559,,,,,,,,,,,,,,,,,,,
6,0.05,-1025.335938,371.618195,1618.019043,-1138.43689,1148.318237,1749.890747,-1291.166626,358.107697,1607.869995,-1149.426758,1110.734009,1506.753296,,,,,,,,,,,,,,,,,,,
7,0.058333,-1025.304688,371.625336,1617.985352,-1138.38916,1148.367554,1750.248169,-1291.12085,358.097076,1607.906372,-1149.536255,1110.788696,1507.144043,,,,,,,,,,,,,,,,,,,
8,0.066667,-1025.27771,371.63446,1617.95752,-1138.333496,1148.41394,1750.608032,-1291.079224,358.085175,1607.944824,-1149.659302,1110.837769,1507.545776,,,,,,,,,,,,,,,,,,,
9,0.075,-1025.255371,371.645538,1617.93457,-1138.268921,1148.456421,1750.972168,-1291.04248,358.071289,1607.985718,-1149.797607,1110.881592,1507.959106,,,,,,,,,,,,,,,,,,,
10,0.083333,-1025.237793,371.658722,1617.916016,-1138.194702,1148.493774,1751.341553,-1291.010864,358.054718,1608.029419,-1149.953125,1110.9198,1508.384521,,,,,,,,,,,,,,,,,,,
11,0.091667,-1025.22522,371.674042,1617.900757,-1138.109619,1148.52478,1751.717407,-1290.985107,358.034821,1608.076538,-1150.12793,1110.953125,1508.821899,,,,,,,,,,,,,,,,,,,
12,0.1,-1025.217529,371.691589,1617.887329,-1138.012329,1148.54834,1752.10083,-1290.96521,358.011169,1608.128052,-1150.323364,1110.981934,1509.271118,,,,,,,,,,,,,,,,,,,
13,0.108333,-1025.214722,371.711487,1617.874756,-1137.901855,1148.563599,1752.492676,-1290.951294,357.983734,1608.185059,-1150.540894,1111.006836,1509.732666,,,,,,,,,,,,,,,,,,,
14,0.116667,-1025.216309,371.733765,1617.86145,-1137.777832,1148.56958,1752.893677,-1290.943237,357.953583,1608.248657,-1150.781616,1111.028564,1510.207031,,,,,,,,,,,,,,,,,,,
15,0.125,-1025.222534,371.75827,1617.846313,-1137.640259,1148.566284,1753.304321,-1290.941162,357.922729,1608.320435,-1151.046387,1111.048218,1510.694946,,,,,,,,,,,,,,,,,,,
