Format Version,1.22,Take Name,Walk straight forward  ws 2019-04-15 07.56.11 PM_003,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2019-04-15 08.02.09.928 下午,Total Frames in Take,860,Total Exported Frames,860,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Glob,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,LTip,LTip,LTip,RTip,RTip,RTip,Trunk Front,Trunk Front,Trunk Front,Trunk Back,Trunk Back,Trunk Back,,,,,,,,,,,,,,,,,,,
,,C8FC0,C8FC0,C8FC0,C9000,C9000,C9000,C9010,C9010,C9010,C9020,C9020,C9020,,,,,,,,,,,,,,,,,,,
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,,,,,,,,,,,,,,,,,,,
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,,,,,,,,,,,,,,
0,0,143.512238,322.281921,82.632599,-149.652298,300.973541,99.278511,-2.622839,1204.03833,273.696259,29.278507,1189.00769,14.776677,,,,,,,,,,,,,,,,,,,
1,0.008333,143.514282,322.288666,82.637802,-149.649445,300.970459,99.282051,-2.662788,1204.075439,273.721375,29.286793,1189.014526,14.779861,,,,,,,,,,,,,,,,,,,
2,0.016667,143.516357,322.295471,82.642952,-149.64679,300.967865,99.285919,-2.702753,1204.112671,273.74646,29.294758,1189.021362,14.782881,,,,,,,,,,,,,,,,,,,
3,0.025,143.518448,322.302368,82.647964,-149.644547,300.966187,99.290497,-2.742695,1204.149902,273.771454,29.302082,1189.028198,14.785563,,,,,,,,,,,,,,,,,,,
4,0.033333,143.520416,322.309326,82.652733,-149.642853,300.96582,99.29612,-2.782531,1204.1875,273.796295,29.308466,1189.034912,14.787733,,,,,,,,,,,,,,,,,,,
5,0.041667,143.522141,322.316162,82.65712,-149.641785,300.967102,99.303101,-2.822166,1204.22522,273.820862,29.313644,1189.041626,14.789218,,,,,,,,,,,,,,,,,,,
6,0.05,143.523544,322.322784,82.661057,-149.641418,300.970093,99.311676,-2.861486,1204.262817,273.845093,29.317432,1189.048218,14.789871,,,,,,,,,,,,,,,,,,,
7,0.058333,143.524567,322.329163,82.664497,-149.641785,300.974731,99.321999,-2.900352,1204.300659,273.869019,29.31974,1189.054443,14.789563,,,,,,,,,,,,,,,,,,,
