Format Version,1.22,Take Name,Turn left 180 ZY 2019-04-17 10.19.24 AM_004,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2019-04-17 10.20.52.570 上午,Total Frames in Take,1263,Total Exported Frames,1263,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Glob,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,LTip,LTip,LTip,Trunk Front,Trunk Front,Trunk Front,RTip,RTip,RTip,Trunk Back,Trunk Back,Trunk Back,,,,,,,,,,,,,,,,,,,
,,C4E50,C4E50,C4E50,C4EA0,C4EA0,C4EA0,C4EB0,C4EB0,C4EB0,C4F30,C4F30,C4F30,,,,,,,,,,,,,,,,,,,
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,,,,,,,,,,,,,,,,,,,
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,,,,,,,,,,,,,,
0,0,-1020.460632,365.685699,1603.536621,-1137.039307,1151.334717,1736.310547,-1276.773071,355.299561,1595.260864,-1149.110718,1109.180908,1496.871704,,,,,,,,,,,,,,,,,,,
1,0.008333,-1020.07666,365.84726,1603.531982,-1137.01001,1151.328979,1736.313354,-1276.736694,355.31427,1595.295288,-1149.060913,1109.15332,1496.891846,,,,,,,,,,,,,,,,,,,
2,0.016667,-1019.713989,365.998474,1603.529419,-1136.981079,1151.323364,1736.31604,-1276.700317,355.328674,1595.329712,-1149.011597,1109.125244,1496.911865,,,,,,,,,,,,,,,,,,,
3,0.025,-1019.386658,366.13266,1603.53064,-1136.953003,1151.318115,1736.318726,-1276.663818,355.34256,1595.364502,-1148.963257,1109.09668,1496.931885,,,,,,,,,,,,,,,,,,,
4,0.033333,-1019.10022,366.24704,1603.536255,-1136.926025,1151.313354,1736.321289,-1276.627075,355.355743,1595.399414,-1148.915894,1109.067261,1496.951782,,,,,,,,,,,,,,,,,,,
5,0.041667,-1018.854858,366.341736,1603.546265,-1136.900513,1151.309204,1736.323975,-1276.589966,355.368042,1595.43457,-1148.869995,1109.036987,1496.971436,,,,,,,,,,,,,,,,,,,
6,0.05,-1018.647461,366.418243,1603.560913,-1136.876709,1151.305908,1736.326416,-1276.552734,355.379333,1595.470459,-1148.825684,1109.005981,1496.991089,,,,,,,,,,,,,,,,,,,
7,0.058333,-1018.473633,366.478699,1603.579956,-1136.854614,1151.303345,1736.328857,-1276.515015,355.389557,1595.50708,-1148.782959,1108.973877,1497.010376,,,,,,,,,,,,,,,,,,,
8,0.066667,-1018.32843,366.525421,1603.603271,-1136.834595,1151.301514,1736.331177,-1276.477051,355.398651,1595.544556,-1148.741943,1108.94104,1497.029297,,,,,,,,,,,,,,,,,,,
9,0.075,-1018.207336,366.560608,1603.630371,-1136.816895,1151.300537,1736.333496,-1276.439209,355.406708,1595.583496,-1148.702881,1108.907959,1497.047974,,,,,,,,,,,,,,,,,,,
10,0.083333,-1018.105835,366.586365,1603.661255,-1136.801147,1151.300415,1736.335693,-1276.401123,355.413635,1595.623657,-1148.665771,1108.874512,1497.066284,,,,,,,,,,,,,,,,,,,
11,0.091667,-1018.020264,366.604492,1603.695435,-1136.787598,1151.300903,1736.337891,-1276.363525,355.419586,1595.665283,-1148.630737,1108.841431,1497.083862,,,,,,,,,,,,,,,,,,,
12,0.1,-1017.947693,366.616394,1603.732178,-1136.776245,1151.302002,1736.339722,-1276.326294,355.4245,1595.708862,-1148.5979,1108.808838,1497.10083,,,,,,,,,,,,,,,,,,,
13,0.108333,-1017.885437,366.623383,1603.77124,-1136.766968,1151.303589,1736.341064,-1276.289795,355.428375,1595.753906,-1148.567627,1108.776978,1497.116943,,,,,,,,,,,,,,,,,,,
14,0.116667,-1017.831543,366.626343,1603.811523,-1136.759521,1151.305176,1736.341919,-1276.254272,355.431183,1595.800659,-1148.539917,1108.746216,1497.13208,,,,,,,,,,,,,,,,,,,
15,0.125,-1017.784607,366.626221,1603.852661,-1136.753906,1151.307007,1736.342285,-1276.219971,355.432953,1595.848755,-1148.515137,1108.716309,1497.146118,,,,,,,,,,,,,,,,,,,
