Format Version,1.22,Take Name,Turn right 90 RHG 2019-04-15 07.41.59 PM_002,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2019-04-15 07.43.01.162 下午,Total Frames in Take,772,Total Exported Frames,772,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Glob,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,RTip,RTip,RTip,Trunk Back,Trunk Back,Trunk Back,Trunk Front,Trunk Front,Trunk Front,LTip,LTip,LTip,,,,,,,,,,,,,,,,,,,
,,C85D0,C85D0,C85D0,C85F0,C85F0,C85F0,C8620,C8620,C8620,C8630,C8630,C8630,,,,,,,,,,,,,,,,,,,
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,,,,,,,,,,,,,,,,,,,
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,,,,,,,,,,,,,,
0,0,1086.236938,336.094452,1268.593384,1271.11731,1302.362671,1208.032349,1230.528198,1288.830933,1442.966675,1417.624512,353.621796,1261.20752,,,,,,,,,,,,,,,,,,,
1,0.008333,1086.264526,336.128632,1268.424805,1271.41394,1302.318726,1208.292114,1230.509644,1288.901855,1443.223267,1417.629395,353.636383,1261.343872,,,,,,,,,,,,,,,,,,,
2,0.016667,1086.29187,336.162567,1268.258057,1271.709351,1302.274414,1208.550537,1230.488525,1288.967651,1443.47522,1417.633789,353.650787,1261.479004,,,,,,,,,,,,,,,,,,,
3,0.025,1086.319092,336.196045,1268.095581,1272.00293,1302.229858,1208.80603,1230.462891,1289.023926,1443.71814,1417.637329,353.664856,1261.612305,,,,,,,,,,,,,,,,,,,
4,0.033333,1086.345825,336.228943,1267.938599,1272.293823,1302.18457,1209.057251,1230.430908,1289.067627,1443.948608,1417.640015,353.678558,1261.74231,,,,,,,,,,,,,,,,,,,
5,0.041667,1086.371948,336.261139,1267.788574,1272.581177,1302.138062,1209.30249,1230.391846,1289.097534,1444.164307,1417.641357,353.692078,1261.868164,,,,,,,,,,,,,,,,,,,
6,0.05,1086.397217,336.292694,1267.646606,1272.864624,1302.09021,1209.540771,1230.345703,1289.113892,1444.364136,1417.641724,353.705688,1261.98877,,,,,,,,,,,,,,,,,,,
7,0.058333,1086.421509,336.323547,1267.513306,1273.143066,1302.040283,1209.770508,1230.293213,1289.117798,1444.547729,1417.641357,353.719543,1262.103149,,,,,,,,,,,,,,,,,,,
8,0.066667,1086.44458,336.353668,1267.389771,1273.415771,1301.988403,1209.990723,1230.234985,1289.111328,1444.715576,1417.640381,353.733673,1262.210938,,,,,,,,,,,,,,,,,,,
9,0.075,1086.466431,336.382843,1267.276611,1273.682007,1301.933716,1210.200439,1230.173096,1289.097778,1444.869263,1417.638916,353.747986,1262.31189,,,,,,,,,,,,,,,,,,,
10,0.083333,1086.486938,336.41095,1267.174316,1273.940552,1301.876343,1210.398682,1230.110352,1289.081543,1445.011353,1417.637451,353.76236,1262.406128,,,,,,,,,,,,,,,,,,,
11,0.091667,1086.505737,336.437775,1267.08374,1274.190674,1301.815918,1210.584717,1230.050171,1289.068359,1445.145264,1417.636353,353.77655,1262.494141,,,,,,,,,,,,,,,,,,,
