Format Version,1.22,Take Name,Walk straight forward  HJ 2019-04-12 04.00.40 PM_019,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2019-04-12 04.11.40.630 下午,Total Frames in Take,868,Total Exported Frames,868,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Glob,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,RTip,RTip,RTip,Trunk Front,Trunk Front,Trunk Front,LTip,LTip,LTip,Trunk Back,Trunk Back,Trunk Back,,,,,,,,,,,,,,,,,,,
,,CEE80,CEE80,CEE80,CEED0,CEED0,CEED0,CEEE0,CEEE0,CEEE0,CEF20,CEF20,CEF20,,,,,,,,,,,,,,,,,,,
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,,,,,,,,,,,,,,,,,,,
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,,,,,,,,,,,,,,
0,0,-154.938095,359.945282,84.995308,24.857496,1314.927856,249.318207,178.278214,360.638885,88.792908,34.093521,1288.171143,-22.229254,,,,,,,,,,,,,,,,,,,
1,0.008333,-154.909729,359.912018,85.19249,25.011398,1314.909302,249.294373,178.31955,360.612579,88.80217,34.201729,1288.106201,-22.240797,,,,,,,,,,,,,,,,,,,
2,0.016667,-154.88118,359.878571,85.390892,25.165617,1314.890991,249.270386,178.360977,360.586212,88.811493,34.309944,1288.042114,-22.25275,,,,,,,,,,,,,,,,,,,
3,0.025,-154.852234,359.844879,85.591759,25.320436,1314.872437,249.24614,178.402679,360.559875,88.821014,34.418129,1287.979736,-22.26549,,,,,,,,,,,,,,,,,,,
4,0.033333,-154.8228,359.810974,85.796211,25.47607,1314.853882,249.221512,178.444809,360.53363,88.830849,34.526222,1287.920044,-22.279297,,,,,,,,,,,,,,,,,,,
5,0.041667,-154.792679,359.7771,86.005257,25.63269,1314.835327,249.196442,178.487518,360.507599,88.84108,34.634106,1287.863281,-22.294327,,,,,,,,,,,,,,,,,,,
6,0.05,-154.761734,359.743744,86.219604,25.790453,1314.816772,249.170837,178.530991,360.481842,88.851723,34.741703,1287.810181,-22.310637,,,,,,,,,,,,,,,,,,,
