Format Version,1.22,Take Name,Turn right 90 ZY 2019-04-17 10.19.24 AM_005,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2019-04-17 10.21.21.298 上午,Total Frames in Take,1009,Total Exported Frames,1009,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Glob,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,LTip,LTip,LTip,Trunk Front,Trunk Front,Trunk Front,RTip,RTip,RTip,Trunk Back,Trunk Back,Trunk Back,,,,,,,,,,,,,,,,,,,
,,C4E50,C4E50,C4E50,C4EA0,C4EA0,C4EA0,C4EB0,C4EB0,C4EB0,C4F30,C4F30,C4F30,,,,,,,,,,,,,,,,,,,
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,,,,,,,,,,,,,,,,,,,
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,,,,,,,,,,,,,,
0,0,1376.325806,369.317719,1641.591675,1222.778809,1141.793213,1761.79834,1117.833618,361.357605,1585.680786,1253.601807,1099.805664,1523.368042,,,,,,,,,,,,,,,,,,,
1,0.008333,1376.286621,369.31546,1641.540161,1222.450195,1141.469482,1763.144897,1117.774536,361.294067,1585.700439,1253.055542,1100.028564,1524.615479,,,,,,,,,,,,,,,,,,,
2,0.016667,1376.246826,369.310822,1641.492065,1222.11792,1141.143188,1764.496948,1117.722046,361.228516,1585.724243,1252.513672,1100.250488,1525.869019,,,,,,,,,,,,,,,,,,,
3,0.025,1376.206177,369.302551,1641.450684,1221.77832,1140.816772,1765.854858,1117.682739,361.162231,1585.755615,1251.977051,1100.467285,1527.133423,,,,,,,,,,,,,,,,,,,
4,0.033333,1376.162842,369.290894,1641.41687,1221.428223,1140.495117,1767.214478,1117.651611,361.091553,1585.797485,1251.447144,1100.675049,1528.409058,,,,,,,,,,,,,,,,,,,
5,0.041667,1376.12085,369.270966,1641.394409,1221.065918,1140.180298,1768.568237,1117.611084,361.008148,1585.854614,1250.925293,1100.87207,1529.691772,,,,,,,,,,,,,,,,,,,
6,0.05,1376.085815,369.236237,1641.391235,1220.689087,1139.871826,1769.905396,1117.555786,360.910339,1585.927002,1250.411133,1101.057129,1530.978027,,,,,,,,,,,,,,,,,,,
7,0.058333,1376.052734,369.192078,1641.408081,1220.296997,1139.567749,1771.215332,1117.491211,360.800812,1586.01001,1249.906128,1101.231445,1532.262695,,,,,,,,,,,,,,,,,,,
8,0.066667,1376.015137,369.144592,1641.443604,1219.892578,1139.268799,1772.489136,1117.419922,360.680298,1586.099976,1249.411011,1101.394165,1533.539185,,,,,,,,,,,,,,,,,,,
9,0.075,1375.97168,369.092896,1641.501343,1219.484253,1138.979492,1773.718506,1117.342407,360.547668,1586.195313,1248.923706,1101.542603,1534.800781,,,,,,,,,,,,,,,,,,,
10,0.083333,1375.920654,369.035889,1641.583984,1219.081055,1138.705933,1774.893921,1117.246948,360.450317,1586.323853,1248.445435,1101.67627,1536.037109,,,,,,,,,,,,,,,,,,,
11,0.091667,1375.86084,368.972137,1641.695068,1218.689819,1138.453491,1776.007813,1117.120117,360.438263,1586.515625,1247.980835,1101.796509,1537.237793,,,,,,,,,,,,,,,,,,,
12,0.1,1375.791138,368.898987,1641.837646,1218.313965,1138.226807,1777.05481,1116.967651,360.465424,1586.746826,1247.530518,1101.905762,1538.396484,,,,,,,,,,,,,,,,,,,
13,0.108333,1375.710571,368.81189,1642.01355,1217.953979,1138.030884,1778.03125,1116.794312,360.486664,1586.993896,1247.09668,1102.007935,1539.506104,,,,,,,,,,,,,,,,,,,
14,0.116667,1375.62085,368.720581,1642.231812,1217.610107,1137.875366,1778.937988,1116.595703,360.502472,1587.261963,1246.684204,1102.106201,1540.559448,,,,,,,,,,,,,,,,,,,
15,0.125,1375.522949,368.666412,1642.51709,1217.283936,1137.770386,1779.777588,1116.36731,360.509277,1587.55249,1246.294189,1102.203613,1541.552856,,,,,,,,,,,,,,,,,,,
16,0.133333,1375.41626,368.676086,1642.884521,1216.977173,1137.7229,1780.550659,1116.166382,360.522797,1587.887207,1245.929688,1102.305298,1542.482544,,,,,,,,,,,,,,,,,,,
