Format Version,1.22,Take Name,Turn right 90 RHG 2019-04-15 07.41.59 PM_001,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2019-04-15 07.42.48.079 下午,Total Frames in Take,787,Total Exported Frames,787,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Glob,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,RTip,RTip,RTip,Trunk Back,Trunk Back,Trunk Back,Trunk Front,Trunk Front,Trunk Front,LTip,LTip,LTip,,,,,,,,,,,,,,,,,,,
,,C85D0,C85D0,C85D0,C85F0,C85F0,C85F0,C8620,C8620,C8620,C8630,C8630,C8630,,,,,,,,,,,,,,,,,,,
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,,,,,,,,,,,,,,,,,,,
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,,,,,,,,,,,,,,
0,0,1062.578979,337.062225,1247.197144,1264.888916,1307.136597,1201.218872,1193.926025,1288.903198,1428.437744,1387.778442,353.635284,1248.003174,,,,,,,,,,,,,,,,,,,
1,0.008333,1062.72876,337.115387,1246.225586,1266.359985,1307.234497,1201.973999,1192.50769,1289.245728,1428.212036,1387.849121,353.713989,1249.102783,,,,,,,,,,,,,,,,,,,
2,0.016667,1062.884033,337.168182,1245.257324,1267.826416,1307.329956,1202.727295,1191.099854,1289.582642,1427.982178,1387.920166,353.792053,1250.197754,,,,,,,,,,,,,,,,,,,
3,0.025,1063.049561,337.220612,1244.296753,1269.283691,1307.420654,1203.476563,1189.711304,1289.907837,1427.744019,1387.992554,353.868835,1251.282715,,,,,,,,,,,,,,,,,,,
4,0.033333,1063.229492,337.272308,1243.348999,1270.726563,1307.503784,1204.219971,1188.349365,1290.215454,1427.493774,1388.06665,353.943878,1252.352173,,,,,,,,,,,,,,,,,,,
5,0.041667,1063.424927,337.321777,1242.418945,1272.150635,1307.577148,1204.955933,1187.018799,1290.500854,1427.228638,1388.143677,354.016724,1253.400146,,,,,,,,,,,,,,,,,,,
6,0.05,1063.633545,337.365051,1241.512207,1273.551147,1307.639038,1205.682983,1185.722534,1290.759888,1426.946533,1388.224365,354.086823,1254.42041,,,,,,,,,,,,,,,,,,,
7,0.058333,1063.849365,337.397247,1240.634277,1274.924561,1307.687866,1206.399414,1184.46228,1290.989136,1426.645874,1388.309814,354.153595,1255.407227,,,,,,,,,,,,,,,,,,,
8,0.066667,1064.066895,337.414032,1239.790527,1276.267944,1307.722778,1207.103271,1183.238647,1291.186523,1426.326538,1388.401001,354.216248,1256.354614,,,,,,,,,,,,,,,,,,,
9,0.075,1064.282227,337.412445,1238.985718,1277.578735,1307.742432,1207.791748,1182.052002,1291.351196,1425.989258,1388.499268,354.273956,1257.257202,,,,,,,,,,,,,,,,,,,
10,0.083333,1064.493774,337.390808,1238.223877,1278.85498,1307.745972,1208.463013,1180.903687,1291.483398,1425.636475,1388.605591,354.326111,1258.110474,,,,,,,,,,,,,,,,,,,
11,0.091667,1064.702393,337.348846,1237.509033,1280.094971,1307.7323,1209.114746,1179.79541,1291.584595,1425.271362,1388.720947,354.372009,1258.910278,,,,,,,,,,,,,,,,,,,
