Format Version,1.22,Take Name,Turn right 90 RHG 2019-04-15 07.41.59 PM_005,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2019-04-15 07.43.45.202 下午,Total Frames in Take,762,Total Exported Frames,762,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Glob,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,RTip,RTip,RTip,Trunk Back,Trunk Back,Trunk Back,Trunk Front,Trunk Front,Trunk Front,LTip,LTip,LTip,,,,,,,,,,,,,,,,,,,
,,C85D0,C85D0,C85D0,C85F0,C85F0,C85F0,C8620,C8620,C8620,C8630,C8630,C8630,,,,,,,,,,,,,,,,,,,
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,,,,,,,,,,,,,,,,,,,
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,,,,,,,,,,,,,,
0,0,1072.487427,333.491241,1322.322998,1295.326904,1301.838745,1245.032715,1257.677002,1280.004883,1478.665161,1392.562622,346.13208,1275.617676,,,,,,,,,,,,,,,,,,,
1,0.008333,1072.766357,333.548218,1321.569702,1294.089844,1301.866455,1244.896973,1257.260254,1280.491211,1478.784302,1392.30249,346.316437,1276.025635,,,,,,,,,,,,,,,,,,,
2,0.016667,1073.040161,333.620392,1320.832153,1292.856567,1301.894043,1244.761597,1256.841309,1280.980713,1478.901611,1392.042236,346.500793,1276.434814,,,,,,,,,,,,,,,,,,,
3,0.025,1073.303711,333.714783,1320.120117,1291.631592,1301.920776,1244.626343,1256.418213,1281.475342,1479.014526,1391.781982,346.685577,1276.845581,,,,,,,,,,,,,,,,,,,
4,0.033333,1073.551514,333.827301,1319.436035,1290.418701,1301.944336,1244.491211,1255.989014,1281.974487,1479.120117,1391.521973,346.872345,1277.25769,,,,,,,,,,,,,,,,,,,
5,0.041667,1073.779175,333.946838,1318.77771,1289.221558,1301.961426,1244.355957,1255.551514,1282.475708,1479.215942,1391.262207,347.06366,1277.669678,,,,,,,,,,,,,,,,,,,
6,0.05,1073.984985,334.061737,1318.141724,1288.042847,1301.96814,1244.220093,1255.104492,1282.975708,1479.299683,1391.00293,347.2612,1278.078735,,,,,,,,,,,,,,,,,,,
7,0.058333,1074.169556,334.164825,1317.527832,1286.885376,1301.960327,1244.083008,1254.646606,1283.469116,1479.369507,1390.743652,347.463593,1278.479492,,,,,,,,,,,,,,,,,,,
8,0.066667,1074.33606,334.254822,1316.938843,1285.750854,1301.934448,1243.943848,1254.176758,1283.950928,1479.424316,1390.484375,347.667053,1278.865112,,,,,,,,,,,,,,,,,,,
9,0.075,1074.48877,334.334442,1316.380127,1284.640747,1301.887695,1243.801514,1253.694702,1284.416382,1479.464478,1390.224854,347.869171,1279.229126,,,,,,,,,,,,,,,,,,,
10,0.083333,1074.631958,334.406738,1315.856445,1283.556152,1301.817871,1243.655273,1253.20166,1284.863525,1479.492188,1389.9646,348.070557,1279.567627,,,,,,,,,,,,,,,,,,,
11,0.091667,1074.768555,334.473236,1315.370483,1282.496826,1301.723511,1243.505493,1252.699829,1285.290771,1479.510132,1389.703247,348.273621,1279.87854,,,,,,,,,,,,,,,,,,,
